transaction_id,order_id,customer_id,product_id,transaction_date,transaction_timestamp,quantity,unit_price,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,shipping_cost,total_amount,currency,payment_method,payment_status,order_status,shipping_method,channel,region,is_gift,notes,_source_file,_loaded_at
TXN-F5CDCF0F,ORD-0000001020,CUS-00000940,PRD-000053,2023-04-23T00:00:00,2023-04-23T00:00:00,3,183.33,549.99,10.0,55.0,0.08,39.6,24.31,558.9,USD,crypto,pending,completed,overnight,partner,North America,false,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-427024B8,ORD-0000001021,CUS-00000256,PRD-000226,2024-04-14T00:00:00,2024-04-14T00:00:00,6,251.78,1510.68,0.0,0.0,0.07,105.75,14.23,1630.66,USD,bank_transfer,pending,completed,express,phone,Latin America,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-0E25B81A,ORD-0000001022,CUS-00000811,PRD-000107,2024-02-27 00:00:00,2024-02-27T00:00:00,4,961.05,3844.2,20.0,768.84,0.08,246.03,0.52,3321.91,USD,paypal,paid,completed,,mobile,Middle East,1,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-710F0ED8,ORD-0000001023,CUS-00000354,PRD-000352,2022-01-21T00:00:00,2022-01-21T00:00:00,-6,257.51,1545.06,0.0,0.0,0.05,77.25,6.86,-1615.45,USD,debit_card,paid,completed,,mobile,Asia Pacific,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-189F70C5,ORD-0000001024,CUS-00000869,PRD-000235,2023-03-20T00:00:00,2023-03-20T00:00:00,9,958.44,8625.96,5.0,431.3,0.2,1638.93,11.68,9845.27,USD,cash_on_delivery,paid,completed,standard,store,Latin America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-3639CF91,ORD-0000001025,CUS-00000760,PRD-000490,2022-01-22,2022-01-22T00:00:00,-3,116.3,348.9,15.0,52.33,0.1,29.66,16.41,-309.82,USD,bank_transfer,failed,refunded,,partner,Latin America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4F6C0EBA,ORD-0000001026,CUS-00000418,PRD-000284,2024-02-02,2024-02-02T00:00:00,7,741.85,5192.95,10.0,519.29,0.0,0.0,8.95,4682.61,USD,cash_on_delivery,paid,completed,,web,North America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-60A4F513,ORD-0000001027,CUS-00000411,PRD-000194,2023-07-31 00:00:00,2023-07-31T00:00:00,8,839.23,6713.84,0.0,0.0,0.05,335.69,17.1,7066.63,USD,paypal,refunded,refunded,overnight,phone,Asia Pacific,1,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4F35582C,ORD-0000001028,CUS-00000367,PRD-000010,2022-10-03T00:00:00,2022-10-03T00:00:00,1,246.29,246.29,15.0,36.94,0.2,41.87,24.04,275.26,USD,bank_transfer,paid,pending,standard,phone,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-9839A4A5,ORD-0000001029,CUS-00000419,PRD-000321,2022-09-09T00:00:00,2022-09-09T00:00:00,10,921.69,9216.9,0.0,0.0,0.05,460.85,24.7,9702.45,USD,bank_transfer,refunded,pending,overnight,mobile,Europe,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-23B7F1E0,ORD-0000001030,CUS-00000510,PRD-000036,2024-08-14T00:00:00,2024-08-14T00:00:00,1,946.79,946.79,25.0,236.7,0.2,142.02,1.54,853.65,USD,bank_transfer,paid,completed,,phone,North America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B7CF4C77,ORD-0000001031,CUS-00000671,PRD-000309,2024-09-25 00:00:00,2024-09-25T00:00:00,5,23.5,117.5,15.0,17.62,0.08,7.99,4.12,111.99000000000001,USD,paypal,pending,completed,pickup,partner,Asia Pacific,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F41DD4F1,ORD-0000001032,CUS-00000122,PRD-000401,2024-05-07,2024-05-07T00:00:00,4,734.58,2938.32,20.0,587.66,0.07,164.55,18.66,2533.87,USD,bank_transfer,failed,refunded,,mobile,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-00769D17,ORD-0000001033,CUS-00000323,PRD-000472,2022-11-15,2022-11-15T00:00:00,9,885.56,7970.04,0.0,0.0,0.0,0.0,23.14,7993.18,USD,crypto,paid,delivered,standard,mobile,Asia Pacific,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4433B052,ORD-0000001034,CUS-00000299,PRD-000036,2023-04-04T00:00:00,2023-04-04T00:00:00,2,946.79,1893.58,0.0,0.0,0.0,0.0,1.79,1895.37,USD,debit_card,pending,refunded,,mobile,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-454E5A45,ORD-0000001035,CUS-00000612,PRD-000385,2023-02-05,2023-02-05T00:00:00,3,205.38,616.14,0.0,0.0,0.1,61.61,5.55,683.3,USD,debit_card,pending,completed,,store,Europe,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B4471745,ORD-0000001036,CUS-00000009,PRD-000021,2022-02-14T00:00:00,2022-02-14T00:00:00,5,807.46,4037.3,20.0,807.46,0.0,0.0,20.0,3249.84,USD,crypto,pending,processing,pickup,phone,Middle East,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-42B2FE3F,ORD-0000001037,CUS-00000989,PRD-000089,2023-10-08T00:00:00,2023-10-08T00:00:00,3,542.22,1626.66,0.0,0.0,0.07,113.87,24.25,1764.78,USD,debit_card,refunded,completed,pickup,partner,Europe,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-1F0B4F9E,ORD-0000001038,CUS-00000166,PRD-000454,2023-10-10,2023-10-10T00:00:00,10,958.37,9583.7,25.0,2395.93,0.07,503.14,6.66,7697.57,USD,bank_transfer,failed,completed,,store,Latin America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-5F8D4E81,ORD-0000001039,CUS-00000664,PRD-000005,2024-11-27,2024-11-27T00:00:00,10,913.49,9134.9,0.0,0.0,0.07,639.44,19.2,9793.54,USD,bank_transfer,paid,delivered,overnight,store,Asia Pacific,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-CE22EDD3,ORD-0000001040,CUS-00000688,PRD-000295,2022-05-28,2022-05-28T00:00:00,4,197.95,791.8,20.0,158.36,0.08,50.68,20.9,705.02,USD,cash_on_delivery,paid,cancelled,express,mobile,Asia Pacific,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6238C1DC,ORD-0000001041,CUS-INVALID-46,PRD-000407,2024-04-26T00:00:00,2024-04-26T00:00:00,5,884.67,4423.35,15.0,663.5,0.05,187.99,5.04,3952.88,USD,crypto,paid,cancelled,pickup,web,Europe,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-E2AAE82D,ORD-0000001042,CUS-00000562,PRD-000405,2022-10-09 00:00:00,2022-10-09T00:00:00,10,106.0,1060.0,0.0,0.0,0.05,53.0,21.94,1134.94,EUR,crypto,refunded,shipped,standard,mobile,Latin America,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-67948662,ORD-0000001043,CUS-00000002,PRD-000444,2023-01-11,2023-01-11T00:00:00,3,327.1,981.3,5.0,49.06,0.1,93.22,-1.47,1023.99,USD,debit_card,paid,completed,standard,web,Middle East,True,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-41A4E1F1,ORD-0000001044,CUS-00000839,PRD-000296,2022-08-04T00:00:00,2022-08-04T00:00:00,1,68.21,68.21,25.0,17.05,0.1,5.12,22.27,78.55,USD,crypto,pending,delivered,overnight,store,North America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-75DDE395,ORD-0000001045,CUS-00000927,PRD-000208,2023-03-31T00:00:00,2023-03-31T00:00:00,3,701.06,2103.18,15.0,315.48,0.07,125.14,1.23,1914.07,USD,credit_card,failed,processing,express,mobile,North America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-36DDE492,ORD-0000001046,CUS-00000205,PRD-000498,2023-10-02 00:00:00,2023-10-02T00:00:00,8,800.52,6404.16,25.0,1601.04,0.07,336.22,15.25,5154.59,USD,debit_card,failed,delivered,pickup,web,Asia Pacific,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-272D2F2E,ORD-0000001047,CUS-00000263,PRD-000270,2023-08-21,2023-08-21T00:00:00,1,664.29,664.29,0.0,0.0,0.2,132.86,24.64,821.79,USD,bank_transfer,paid,cancelled,standard,phone,Latin America,1,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B3881771,ORD-0000001048,CUS-00000012,PRD-000085,2023-07-01 00:00:00,2023-07-01T00:00:00,10,584.7,5847.0,0.0,0.0,0.07,409.29,5.12,6261.41,USD,paypal,paid,shipped,standard,partner,North America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-5BF1C9F1,ORD-0000001049,CUS-00000257,PRD-000027,2023-05-09,2023-05-09T00:00:00,9,443.37,3990.33,10.0,399.03,0.08,287.3,-21.95,3856.65,USD,bank_transfer,paid,shipped,overnight,phone,Europe,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B8AFD76F,ORD-0000001050,CUS-00000397,PRD-000291,2022-08-24 00:00:00,2022-08-24T00:00:00,9,381.9,3437.1,0.0,0.0,0.08,274.97,4.97,3717.04,USD,debit_card,failed,completed,,web,Latin America,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-02ED9629,ORD-0000001051,CUS-00000720,PRD-000402,2022-02-27 00:00:00,2022-02-27T00:00:00,3,264.28,792.84,10.0,79.28,0.2,142.71,8.0,864.27,USD,debit_card,pending,completed,,mobile,Latin America,True,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-637EE9A7,ORD-0000001052,CUS-00000795,PRD-000434,2023-09-05T00:00:00,2023-09-05T00:00:00,3,853.7,2561.1,0.0,0.0,0.0,0.0,11.8,2572.9,USD,bank_transfer,refunded,refunded,,partner,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-D6E5C90F,ORD-0000001053,CUS-00000162,PRD-000275,2023-10-18T00:00:00,2023-10-18T00:00:00,4,755.09,3020.36,15.0,453.05,0.05,128.37,13.9,2709.58,USD,cash_on_delivery,refunded,completed,overnight,mobile,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-5BB9C93E,ORD-0000001054,CUS-00000571,PRD-000016,2023-02-03 00:00:00,2023-02-03T00:00:00,6,34.17,205.02,5.0,10.25,0.0,0.0,8.9,203.67000000000002,USD,cash_on_delivery,failed,cancelled,overnight,web,Latin America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-EE890AFF,ORD-0000001055,CUS-00000831,PRD-000498,2023-05-20T00:00:00,2023-05-20T00:00:00,7,800.52,5603.64,25.0,1400.91,0.2,840.55,9.08,5052.36,USD,paypal,failed,completed,overnight,partner,Latin America,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-82CC53EC,ORD-0000001056,CUS-00000840,PRD-000062,2024-05-17T00:00:00,2024-05-17T00:00:00,5,562.24,2811.2,0.0,0.0,0.0,0.0,20.39,2831.5899999999997,usd,paypal,pending,shipped,overnight,partner,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-05FFD435,ORD-0000001057,CUS-00000870,PRD-000400,2022-08-16T00:00:00,2022-08-16T00:00:00,-6,948.71,5692.26,15.0,853.84,0.07,338.69,21.53,-5155.58,USD,credit_card,pending,completed,pickup,web,Asia Pacific,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-EB1384F5,ORD-0000001058,CUS-00000063,PRD-000168,2022-06-30T00:00:00,2022-06-30T00:00:00,1,971.32,971.32,5.0,48.57,0.0,0.0,14.65,937.4,USD,bank_transfer,paid,completed,standard,mobile,Latin America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-15E36DBF,ORD-0000001059,CUS-INVALID-27,PRD-000499,2023-07-13T00:00:00,2023-07-13T00:00:00,8,51.46,411.68,15.0,61.75,0.1,34.99,16.78,401.70000000000005,USD,credit_card,refunded,shipped,overnight,partner,Middle East,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-CD38F58F,ORD-0000001060,CUS-00000772,PRD-000465,2022-08-02 00:00:00,2022-08-02T00:00:00,6,901.42,5408.52,0.0,0.0,0.08,432.68,22.27,5863.47,USD,paypal,failed,pending,standard,phone,Europe,False,Gift wrapped,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-729AED36,ORD-0000001061,CUS-INVALID-40,PRD-000130,2023-10-03T00:00:00,2023-10-03T00:00:00,3,305.91,917.73,0.0,0.0,0.05,45.89,9.47,973.09,$,crypto,pending,completed,standard,store,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-23E61366,ORD-0000001062,CUS-00000522,PRD-000217,2022-05-17,2022-05-17T00:00:00,5,518.72,2593.6,0.0,0.0,0.0,0.0,1.28,2594.88,USD,cash_on_delivery,paid,cancelled,,partner,Asia Pacific,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-25AFDC31,ORD-0000001063,CUS-INVALID-20,PRD-DELETED-97,2023-09-26T00:00:00,2023-09-26T00:00:00,4,363.13,1452.52,0.0,0.0,0.07,101.68,15.21,1569.41,USD,debit_card,paid,completed,express,web,North America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F0B389A4,ORD-0000001064,CUS-00000895,PRD-000007,2022-01-15,2022-01-15T00:00:00,5,490.55,2452.75,5.0,122.64,0.08,186.41,7.98,2524.5,USD,cash_on_delivery,pending,completed,pickup,web,Europe,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-60F6DE91,ORD-0000001065,CUS-00000054,PRD-000463,2023-02-04T00:00:00,2023-02-04T00:00:00,6,76.23,457.38,0.0,0.0,0.1,45.74,22.5,525.62,USD,crypto,refunded,completed,overnight,partner,North America,False,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-5EC51B14,ORD-0000001066,CUS-00000382,PRD-000452,2022-03-21 00:00:00,2022-03-21T00:00:00,-4,786.27,3145.08,0.0,0.0,0.2,629.02,16.85,-3757.25,USD,bank_transfer,refunded,delivered,standard,mobile,Asia Pacific,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-96AD870D,ORD-0000001067,CUS-00000237,PRD-000101,2022-07-04,2022-07-04T00:00:00,5,665.81,3329.05,10.0,332.91,0.08,239.69,12.13,3247.96,USD,paypal,paid,pending,,store,Asia Pacific,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-315086FB,ORD-0000001068,CUS-00000894,PRD-000058,2024-04-22,2024-04-22T00:00:00,2,770.09,1540.18,0.0,0.0,0.07,107.81,24.09,1672.08,USD,debit_card,pending,delivered,,phone,Europe,true,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-0D3DF6A1,ORD-0000001069,CUS-00000480,PRD-000251,2022-01-23,2022-01-23T00:00:00,-10,901.2,9012.0,15.0,1351.8,0.07,536.21,7.05,-8189.36,USD,credit_card,pending,processing,overnight,phone,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-D84331CC,ORD-0000001070,CUS-00000937,PRD-000237,2024-08-29,2024-08-29T00:00:00,9,977.74,8799.66,0.0,0.0,0.1,879.97,16.15,9695.779999999999,USD,bank_transfer,paid,completed,express,mobile,Latin America,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-5010F59F,ORD-0000001071,CUS-00000091,PRD-000497,2022-02-23,2022-02-23T00:00:00,7,302.45,2117.15,10.0,211.72,0.05,95.27,22.42,2023.1200000000001,USD,bank_transfer,failed,cancelled,standard,mobile,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-05AA4FBD,ORD-0000001072,CUS-00000213,PRD-000114,2023-02-07 00:00:00,2023-02-07T00:00:00,-9,107.23,965.07,0.0,0.0,0.0,0.0,20.0,-945.07,USD,crypto,failed,cancelled,overnight,mobile,North America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C81A785F,ORD-0000001073,CUS-00000269,PRD-000389,2023-10-17T00:00:00,2023-10-17T00:00:00,3,564.87,1694.61,0.0,0.0,0.07,118.62,9.85,1823.08,USD,bank_transfer,pending,shipped,,store,Latin America,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-57E4AD4C,ORD-0000001074,CUS-00000493,PRD-000361,2022-04-26,2022-04-26T00:00:00,7,656.69,4596.83,15.0,689.52,0.1,390.73,1.14,4299.18,USD,credit_card,refunded,processing,standard,phone,Europe,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-5FABC11E,ORD-0000001075,CUS-00000370,PRD-000328,2024-08-15,2024-08-15T00:00:00,1,163.01,163.01,10.0,16.3,0.0,0.0,5.99,152.70000000000002,USD,paypal,paid,completed,,web,Middle East,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6BCDA02F,ORD-0000001076,CUS-00000092,PRD-000275,2022-05-15 00:00:00,2022-05-15T00:00:00,4,755.09,3020.36,15.0,453.05,0.1,256.73,17.28,2841.32,USD,bank_transfer,refunded,pending,,web,Middle East,0,Gift wrapped,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6CE7CFEB,ORD-0000001077,CUS-INVALID-62,PRD-000369,2023-07-12,2023-07-12T00:00:00,3,545.03,1635.09,15.0,245.26,0.0,0.0,1.6,1391.4299999999998,USD,paypal,refunded,completed,pickup,web,Latin America,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-63EFBC42,ORD-0000001078,CUS-00000298,PRD-DELETED-82,2022-02-24T00:00:00,2022-02-24T00:00:00,6,367.12,2202.72,20.0,440.54,0.1,176.22,12.25,1950.65,USD,credit_card,paid,completed,express,partner,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-FC2E3EEF,ORD-0000001079,CUS-00000689,PRD-000286,2022-04-23 00:00:00,2022-04-23T00:00:00,2,762.71,1525.42,0.0,0.0,0.08,122.03,14.52,1661.97,USD,crypto,refunded,completed,overnight,phone,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-D597551B,ORD-0000001080,CUS-00000204,PRD-000462,2024-02-05 00:00:00,2024-02-05T00:00:00,10,387.63,3876.3,5.0,193.82,0.2,736.5,14.74,4433.719999999999,USD,cash_on_delivery,paid,completed,overnight,store,Asia Pacific,False,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4E6016E4,ORD-0000001081,CUS-00000904,PRD-000057,2024-04-19T00:00:00,2024-04-19T00:00:00,4,182.34,729.36,20.0,145.87,0.2,116.7,13.96,714.1500000000001,USD,crypto,failed,completed,express,phone,Asia Pacific,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-55A4547A,ORD-0000001082,CUS-00000554,PRD-000435,2022-09-08T00:00:00,2022-09-08T00:00:00,9,651.79,5866.11,20.0,1173.22,0.05,234.64,16.77,4944.3,EUR,crypto,failed,cancelled,express,partner,North America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-54F97DDB,ORD-0000001083,CUS-00000329,PRD-000351,2022-06-14,2022-06-14T00:00:00,4,835.76,3343.04,0.0,0.0,0.1,334.3,11.56,3688.9,USD,bank_transfer,refunded,completed,express,store,Europe,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-95007CEB,ORD-0000001084,CUS-00000078,PRD-000175,2023-07-24,2023-07-24T00:00:00,1,722.99,722.99,10.0,72.3,0.1,65.07,15.74,731.5,USD,cash_on_delivery,pending,delivered,pickup,mobile,Middle East,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F25B0B16,ORD-0000001085,CUS-00000723,PRD-000341,2022-12-04T00:00:00,2022-12-04T00:00:00,9,389.02,3501.18,0.0,0.0,0.0,0.0,4.47,3505.6499999999996,USD,bank_transfer,paid,pending,overnight,partner,Europe,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B624EBEF,ORD-0000001086,CUS-00000218,PRD-000143,2024-08-31T00:00:00,2024-08-31T00:00:00,8,633.24,5065.92,25.0,1266.48,0.08,303.96,6.07,4109.469999999999,USD,crypto,paid,shipped,express,web,Middle East,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-748870E0,ORD-0000001087,CUS-00000716,PRD-000483,2023-02-06T00:00:00,2023-02-06T00:00:00,8,861.97,6895.76,10.0,689.58,0.08,496.49,5.45,6708.12,USD,credit_card,paid,completed,express,partner,North America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F6B1AE52,ORD-0000001088,CUS-00000311,PRD-000105,2022-04-27,2022-04-27T00:00:00,3,999.6,2998.8,10.0,299.88,0.1,269.89,8.99,2977.7999999999997,USD,paypal,refunded,shipped,express,mobile,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-585EF679,ORD-0000001089,CUS-00000767,PRD-DELETED-48,2023-04-29T00:00:00,2023-04-29T00:00:00,1,489.58,489.58,0.0,0.0,0.1,48.96,22.26,560.8,USD,crypto,paid,delivered,,phone,Europe,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4770A968,ORD-0000001090,CUS-00000520,PRD-000254,2023-02-08T00:00:00,2023-02-08T00:00:00,10,510.72,5107.2,25.0,1276.8,0.05,191.52,24.25,4046.17,USD,cash_on_delivery,paid,shipped,standard,mobile,Latin America,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-39C8A268,ORD-0000001091,CUS-00000174,PRD-000267,2024-08-22,2024-08-22T00:00:00,-1,69.88,69.88,5.0,3.49,0.1,6.64,20.86,-52.17,USD,debit_card,failed,shipped,overnight,web,Latin America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-A3B9DE12,ORD-0000001092,CUS-00000979,PRD-000431,2024-01-29,2024-01-29T00:00:00,9,132.23,1190.07,0.0,0.0,0.0,0.0,6.64,1196.71,USD,credit_card,paid,refunded,standard,partner,Middle East,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6A5540C8,ORD-0000001093,CUS-00000839,PRD-000361,2022-08-29,2022-08-29T00:00:00,9,656.69,5910.21,0.0,0.0,0.2,1182.04,2.78,7095.03,USD,paypal,pending,refunded,overnight,web,North America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-1C14A33A,ORD-0000001094,CUS-00000647,PRD-000150,2022-04-23 00:00:00,2022-04-23T00:00:00,4,676.95,2707.8,20.0,541.56,0.1,216.62,21.84,2404.7000000000003,USD,debit_card,paid,delivered,express,phone,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-84818038,ORD-0000001095,CUS-00000600,PRD-000273,2022-04-20T00:00:00,2022-04-20T00:00:00,1,517.65,517.65,0.0,0.0,0.08,41.41,6.34,565.4,USD,bank_transfer,failed,shipped,express,phone,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-8F417330,ORD-0000001096,CUS-00000412,PRD-000327,2022-10-23 00:00:00,2022-10-23T00:00:00,7,713.54,4994.78,20.0,998.96,0.1,399.58,19.29,4414.69,USD,crypto,failed,refunded,,mobile,North America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-D8A1FD20,ORD-0000001097,CUS-00000053,PRD-000014,2023-10-04 00:00:00,2023-10-04T00:00:00,-7,731.25,5118.75,0.0,0.0,0.1,511.88,5.21,-5625.42,USD,cash_on_delivery,refunded,completed,standard,phone,Middle East,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-2BD9CAAC,ORD-0000001098,CUS-00000636,PRD-000498,2022-06-11T00:00:00,2022-06-11T00:00:00,8,800.52,6404.16,0.0,0.0,0.05,320.21,16.83,6741.2,USD,paypal,failed,cancelled,overnight,web,Europe,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C4FC605B,ORD-0000001099,CUS-00000011,PRD-000443,2022-08-23 00:00:00,2022-08-23T00:00:00,9,163.69,1473.21,10.0,147.32,0.1,132.59,19.07,1477.55,USD,debit_card,failed,cancelled,pickup,mobile,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B0480DCA,ORD-0000001100,CUS-00000326,PRD-000282,2023-12-19 00:00:00,2023-12-19T00:00:00,7,408.11,2856.77,25.0,714.19,0.05,107.13,19.98,2269.69,USD,debit_card,failed,refunded,express,mobile,Middle East,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
