invoice_id,invoice_number,vendor_id,vendor_name,invoice_date,due_date,payment_terms,po_number,line_item_count,line_items_json,subtotal,tax_rate,tax_amount,shipping_handling,total_amount,currency,payment_status,amount_paid,balance_due,payment_date,payment_method,approved_by,notes,created_at,updated_at,_source_file,_loaded_at
INV-113BA1F6,INV-GLOBGAD-2022-00160,VND-002,Global Gadgets Ltd,26/11/2022,2022-11-26,NET45,,5,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 446, ""unit_cost"": 148.2, ""line_total"": 66097.2}, {""line_number"": 2, ""product_id"": ""PRD-000194"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 119, ""unit_cost"": 330.21, ""line_total"": 39294.99}, {""line_number"": 3, ""product_id"": ""PRD-000198"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 190, ""unit_cost"": 52.4, ""line_total"": 9956.0}, {""line_number"": 4, ""product_id"": ""PRD-000473"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 281, ""unit_cost"": 62.75, ""line_total"": 17632.75}, {""line_number"": 5, ""product_id"": ""PRD-000356"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 152, ""unit_cost"": 14.48, ""line_total"": 2200.96}]",135181.9,0.2,27036.38,428.52,162646.8,USD,pending,0.0,162646.8,,,john.doe@company.com,,2022-11-26T00:00:00,2023-01-15T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-87431148,INV-BOOKWRLD-2024-00161,VND-006,BookWorld Publishing,05-14-2022,14/05/2022,NET15,PO-510889,8,"[{""line_number"": 1, ""product_id"": ""PRD-000278"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 242, ""unit_cost"": 279.26, ""line_total"": 67580.92}, {""line_number"": 2, ""product_id"": ""PRD-000212"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 17, ""unit_cost"": 327.46, ""line_total"": 5566.82}, {""line_number"": 3, ""product_id"": ""PRD-000262"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 201, ""unit_cost"": 10.18, ""line_total"": 2046.18}, {""line_number"": 4, ""product_id"": ""PRD-000208"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 185, ""unit_cost"": 367.57, ""line_total"": 68000.45}, {""line_number"": 5, ""product_id"": ""PRD-000212"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 469, ""unit_cost"": 327.46, ""line_total"": 153578.74}, {""line_number"": 6, ""product_id"": null, ""description"": ""Bulk purchase - Line 6"", ""quantity"": 168, ""unit_cost"": 14.46, ""line_total"": 2429.28}, {""line_number"": 7, ""product_id"": ""PRD-000035"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 462, ""unit_cost"": 326.25, ""line_total"": 150727.5}, {""line_number"": 8, ""product_id"": null, ""description"": ""Bulk purchase - Line 8"", ""quantity"": 62, ""unit_cost"": 78.75, ""line_total"": 4882.5}]",454812.39,0.0,0.0,100.06,454912.45,GBP,paid,454912.45,0.0,2022-06-17,ach,,,2022-05-14T00:00:00,2022-05-27T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-2A3EAA9D,INV-BOOKWRLD-2022-00162,VND-006,BookWorld Publishing,05/03/2023,05/03/2023,NET15,PO-203683,2,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 14, ""unit_cost"": 83.2, ""line_total"": 1164.8}, {""line_number"": 2, ""product_id"": ""PRD-000465"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 60, ""unit_cost"": 615.37, ""line_total"": 36922.2}]",38087.0,0.0,0.0,431.72,38518.72,GBP,paid,38518.72,0.0,2023-03-15,check,jane.smith@company.com,,2023-03-05T00:00:00,2023-05-01T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-9475BC05,INV-AUSSPORT-2024-00163,VND-004,Aussie Sports Gear,2023/09/12,2023-09-12,NET30,PO-224852,1,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 29, ""unit_cost"": 192.54, ""line_total"": 5583.66}]",5583.66,0.0,0.0,214.79,5798.45,AUD,paid,5798.45,0.0,2023-10-10,,,,2023-09-12T00:00:00,2023-10-01T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-774982CB,INV-TECHFLOW-2023-00164,VND-001,TechFlow Electronics,05-01-2023,2023-05-01,NET30,PO-450755,8,"[{""line_number"": 1, ""product_id"": ""PRD-000348"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 423, ""unit_cost"": 422.81, ""line_total"": 178848.63}, {""line_number"": 2, ""product_id"": ""PRD-000217"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 328, ""unit_cost"": 233.01, ""line_total"": 76427.28}, {""line_number"": 3, ""product_id"": ""PRD-000100"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 223, ""unit_cost"": 371.17, ""line_total"": 82770.91}, {""line_number"": 4, ""product_id"": ""PRD-000089"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": -364, ""unit_cost"": 352.4, ""line_total"": -128273.6}, {""line_number"": 5, ""product_id"": ""PRD-000469"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 173, ""unit_cost"": 146.55, ""line_total"": 25353.15}, {""line_number"": 6, ""product_id"": ""PRD-000246"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 298, ""unit_cost"": 46.74, ""line_total"": 13928.52}, {""line_number"": 7, ""product_id"": ""PRD-000331"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 332, ""unit_cost"": 380.22, ""line_total"": 126233.04}, {""line_number"": 8, ""product_id"": ""PRD-000237"", ""description"": ""Bulk purchase - Line 8"", ""quantity"": 461, ""unit_cost"": 585.79, ""line_total"": 270049.19}]",645337.12,0.0,0.0,357.21,645694.33,USD,overdue,337024.12,308670.21,,credit_card,john.doe@company.com,Quality inspection required,2023-05-01T00:00:00,2023-05-06T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-773D2019,INV-AUSSPORT-2023-00165,VND-004,Aussie Sports Gear,2022-10-29,2022-10-29,NET30,,3,"[{""line_number"": 1, ""product_id"": ""PRD-000459"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 415, ""unit_cost"": 189.77, ""line_total"": 78754.55}, {""line_number"": 2, ""product_id"": ""PRD-000118"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 20, ""unit_cost"": 347.96, ""line_total"": 6959.2}, {""line_number"": 3, ""product_id"": ""PRD-000092"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 18, ""unit_cost"": 224.83, ""line_total"": 4046.94}]",89760.69,0.08,7180.86,150.18,97091.73,AUD,pending,0.0,97091.73,,credit_card,jane.smith@company.com,Price negotiated,2022-10-29T00:00:00,2022-12-03T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-91F1CE4A,INV-AUSSPORT-2022-00166,VND-004,Aussie Sports Gear,02-01-2024,2024-02-01,NET30,PO-315359,6,"[{""line_number"": 1, ""product_id"": ""PRD-000181"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 279, ""unit_cost"": 348.69, ""line_total"": 97284.51}, {""line_number"": 2, ""product_id"": ""PRD-000168"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 148, ""unit_cost"": 508.7, ""line_total"": 75287.6}, {""line_number"": 3, ""product_id"": null, ""description"": ""Bulk purchase - Line 3"", ""quantity"": 282, ""unit_cost"": 130.07, ""line_total"": 36679.74}, {""line_number"": 4, ""product_id"": ""PRD-000476"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 381, ""unit_cost"": 383.98, ""line_total"": 146296.38}, {""line_number"": 5, ""product_id"": ""PRD-000474"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 51, ""unit_cost"": 143.17, ""line_total"": 7301.67}, {""line_number"": 6, ""product_id"": null, ""description"": ""Bulk purchase - Line 6"", ""quantity"": 475, ""unit_cost"": 144.3, ""line_total"": 68542.5}]",431392.39999999997,0.05,21569.62,234.44,453196.46,AUD,paid,453196.46,0.0,2024-03-18,ach,,,2024-02-01T00:00:00,2024-02-08T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-F26E066E,INV-TECHFLOW-2023-00167,VND-001,TechFlow Electronics,02-27-2024,27/02/2024,NET30,PO-610727,4,"[{""line_number"": 1, ""product_id"": ""PRD-000321"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 54, ""unit_cost"": 296.45, ""line_total"": 16008.3}, {""line_number"": 2, ""product_id"": ""PRD-000390"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 58, ""unit_cost"": 549.96, ""line_total"": 31897.68}, {""line_number"": 3, ""product_id"": ""PRD-000346"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 86, ""unit_cost"": 221.99, ""line_total"": 19091.14}, {""line_number"": 4, ""product_id"": ""PRD-000046"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 156, ""unit_cost"": 246.98, ""line_total"": 38528.88}]",105526.0,0.08,8442.08,0.0,113968.08,USD,paid,113968.08,0.0,2024-04-08,credit_card,john.doe@company.com,,2024-02-27T00:00:00,2024-03-16T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-7B6104E2,INV-NORDHOME-2023-00168,VND-003,Nordic Home Essentials,21/01/2023,2023-01-21,NET30,PO-497557,4,"[{""line_number"": 1, ""product_id"": ""PRD-000290"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 312, ""unit_cost"": 179.68, ""line_total"": 56060.16}, {""line_number"": 2, ""product_id"": ""PRD-000372"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 62, ""unit_cost"": 28.07, ""line_total"": 1740.34}, {""line_number"": 3, ""product_id"": ""PRD-000163"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 343, ""unit_cost"": 36.43, ""line_total"": 12495.49}, {""line_number"": 4, ""product_id"": ""PRD-000258"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 453, ""unit_cost"": 15.76, ""line_total"": 7139.28}]",77435.27,0.2,15487.05,304.12,93226.44,GBP,paid,93226.44,0.0,2023-01-29,,jane.smith@company.com,,2023-01-21T00:00:00,2023-03-06T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-B00595E9,INV-BEAUTYBL-2023-00169,VND-008,BeautyBliss Cosmetics,29/02/2024,29/02/2024,NET30,PO-495533,7,"[{""line_number"": 1, ""product_id"": ""PRD-000162"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 75, ""unit_cost"": 194.43, ""line_total"": 14582.25}, {""line_number"": 2, ""product_id"": ""PRD-000151"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 112, ""unit_cost"": 182.27, ""line_total"": 20414.24}, {""line_number"": 3, ""product_id"": ""PRD-000199"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 206, ""unit_cost"": 168.21, ""line_total"": 34651.26}, {""line_number"": 4, ""product_id"": null, ""description"": ""Bulk purchase - Line 4"", ""quantity"": 461, ""unit_cost"": 150.62, ""line_total"": 69435.82}, {""line_number"": 5, ""product_id"": ""PRD-000213"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 334, ""unit_cost"": 102.18, ""line_total"": 34128.12}, {""line_number"": 6, ""product_id"": ""PRD-000447"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 349, ""unit_cost"": 137.87, ""line_total"": 48116.63}, {""line_number"": 7, ""product_id"": ""PRD-000134"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 402, ""unit_cost"": 163.46, ""line_total"": 65710.92}]",287039.24,0.1,28703.92,0.0,306286.22,EUR,paid,306286.22,0.0,2024-04-02,check,procurement@company.com,,2024-02-29T00:00:00,2024-03-27T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-59AA361B,INV-FASHITA-2023-00170,VND-005,FashionFirst Italia,07-10-2023,2023-07-10,NET30,PO-692244,3,"[{""line_number"": 1, ""product_id"": ""PRD-000451"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 475, ""unit_cost"": 166.76, ""line_total"": 79211.0}, {""line_number"": 2, ""product_id"": ""PRD-000232"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 103, ""unit_cost"": 335.57, ""line_total"": 34563.71}, {""line_number"": 3, ""product_id"": ""PRD-000422"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 312, ""unit_cost"": 50.88, ""line_total"": 15874.56}]",129649.26999999999,0.21,27226.35,362.29,157237.91,EUR,overdue,146359.01,10878.9,,wire_transfer,procurement@company.com,,2023-07-10T00:00:00,2023-08-30T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-DE76FEEC,INV-AUSSPORT-2023-00171,VND-004,Aussie Sports Gear,02/07/2022,2022-07-02,NET30,PO-607887,8,"[{""line_number"": 1, ""product_id"": ""PRD-000153"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 174, ""unit_cost"": 74.65, ""line_total"": 12989.1}, {""line_number"": 2, ""product_id"": ""PRD-000474"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 385, ""unit_cost"": 143.17, ""line_total"": 55120.45}, {""line_number"": 3, ""product_id"": ""PRD-000350"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 152, ""unit_cost"": 402.48, ""line_total"": 61176.96}, {""line_number"": 4, ""product_id"": ""PRD-000459"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 293, ""unit_cost"": 189.77, ""line_total"": 55602.61}, {""line_number"": 5, ""product_id"": ""PRD-000123"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 45, ""unit_cost"": 241.15, ""line_total"": 10851.75}, {""line_number"": 6, ""product_id"": ""PRD-000021"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 377, ""unit_cost"": 441.17, ""line_total"": 166321.09}, {""line_number"": 7, ""product_id"": ""PRD-000227"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 322, ""unit_cost"": 116.96, ""line_total"": 37661.12}, {""line_number"": 8, ""product_id"": null, ""description"": ""Bulk purchase - Line 8"", ""quantity"": 301, ""unit_cost"": 10.37, ""line_total"": 3121.37}]",402844.44999999995,0.08,32227.56,102.26,435174.27,AUD,disputed,20640.68,414533.59,,,procurement@company.com,,2022-07-02T00:00:00,2022-07-23T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-E96CE257,INV-BEAUTYBL-2022-00172,VND-008,BeautyBliss Cosmetics,2023-07-23,23/07/2023,NET30,PO-274830,5,"[{""line_number"": 1, ""product_id"": ""PRD-000436"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 150, ""unit_cost"": 8.8, ""line_total"": 1320.0}, {""line_number"": 2, ""product_id"": ""PRD-000261"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 95, ""unit_cost"": 195.97, ""line_total"": 18617.15}, {""line_number"": 3, ""product_id"": ""PRD-000464"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 377, ""unit_cost"": 453.71, ""line_total"": 171048.67}, {""line_number"": 4, ""product_id"": ""PRD-000490"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 331, ""unit_cost"": 55.2, ""line_total"": 18271.2}, {""line_number"": 5, ""product_id"": ""PRD-000368"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 83, ""unit_cost"": 150.9, ""line_total"": 12524.7}]",221781.72000000003,0.1,22178.17,112.9,244072.79,EUR,paid,244072.79,0.0,2023-08-26,ach,john.doe@company.com,,2023-07-23T00:00:00,2023-09-13T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-C33B4DEA,INV-TECHFLOW-2022-00173,VND-001,TechFlow Electronics,2024-01-06,2024-01-06,NET30,PO-570761,2,"[{""line_number"": 1, ""product_id"": ""PRD-000346"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 489, ""unit_cost"": 221.99, ""line_total"": 108553.11}, {""line_number"": 2, ""product_id"": ""PRD-000260"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": -140, ""unit_cost"": 214.06, ""line_total"": -29968.4}]",78584.70999999999,0.05,3929.24,335.99,82849.94,USD,paid,82849.94,0.0,2024-03-04,wire_transfer,jane.smith@company.com,,2024-01-06T00:00:00,2024-02-13T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-DB218258,INV-FASHITA-2022-00174,VND-005,FashionFirst Italia,2023/09/15,15/09/2023,NET30,PO-626644,7,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 440, ""unit_cost"": 117.85, ""line_total"": 51854.0}, {""line_number"": 2, ""product_id"": ""PRD-000173"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 107, ""unit_cost"": 399.08, ""line_total"": 42701.56}, {""line_number"": 3, ""product_id"": ""PRD-000289"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 215, ""unit_cost"": 498.76, ""line_total"": 107233.4}, {""line_number"": 4, ""product_id"": ""PRD-000140"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 341, ""unit_cost"": -503.17, ""line_total"": -171580.97}, {""line_number"": 5, ""product_id"": ""PRD-000327"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 271, ""unit_cost"": 320.72, ""line_total"": 86915.12}, {""line_number"": 6, ""product_id"": ""PRD-000325"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 294, ""unit_cost"": 496.15, ""line_total"": 145868.1}, {""line_number"": 7, ""product_id"": ""PRD-000076"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 412, ""unit_cost"": 292.54, ""line_total"": 120526.48}]",383517.68999999994,0.2,76703.54,83.93,460305.16,EUR,paid,460305.16,0.0,2023-10-16,,john.doe@company.com,Quality inspection required,2023-09-15T00:00:00,2023-11-08T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-0414ECAE,INV-MAPLETOY-2023-00175,VND-007,MapleCraft Toys,2022/07/06,06/07/2022,NET30,PO-345844,1,"[{""line_number"": 1, ""product_id"": ""PRD-000088"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 244, ""unit_cost"": 199.93, ""line_total"": 48782.92}]",48782.92,0.07,3414.8,0.0,52197.72,CAD,overdue,41084.53,11113.19,,ach,,,2022-07-06T00:00:00,2022-07-22T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-91BF08AB,INV-MAPLETOY-2022-00176,VND-007,MapleCraft Toys,12-07-2023,2023-12-07,NET30,PO-180173,1,"[{""line_number"": 1, ""product_id"": ""PRD-000175"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 496, ""unit_cost"": -328.93, ""line_total"": -163149.28}]",-163149.28,0.08,-13051.94,127.19,-176074.03,CAD,overdue,-113590.22,-62483.81,,,john.doe@company.com,Quality inspection required,2023-12-07T00:00:00,2024-01-30T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-DF9F13EC,INV-MAPLETOY-2022-00177,VND-007,MapleCraft Toys,2022/10/26,26/10/2022,NET30,PO-905016,1,"[{""line_number"": 1, ""product_id"": ""PRD-000145"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 161, ""unit_cost"": 205.31, ""line_total"": 33054.91}]",33054.91,0.08,2644.39,0.0,35699.3,CAD,partial,16206.88,19492.42,2022-11-09,ach,procurement@company.com,,2022-10-26T00:00:00,2022-10-29T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-792276EC,INV-AUSSPORT-2024-00178,VND-004,Aussie Sports Gear,26/10/2022,2022-10-26,NET30,PO-202310,8,"[{""line_number"": 1, ""product_id"": ""PRD-000072"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 11, ""unit_cost"": 333.99, ""line_total"": 3673.89}, {""line_number"": 2, ""product_id"": ""PRD-000169"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 205, ""unit_cost"": 119.65, ""line_total"": 24528.25}, {""line_number"": 3, ""product_id"": ""PRD-000115"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 273, ""unit_cost"": 380.43, ""line_total"": 103857.39}, {""line_number"": 4, ""product_id"": ""PRD-000263"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 84, ""unit_cost"": 55.77, ""line_total"": 4684.68}, {""line_number"": 5, ""product_id"": ""PRD-000021"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 117, ""unit_cost"": 441.17, ""line_total"": 51616.89}, {""line_number"": 6, ""product_id"": ""PRD-000388"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 446, ""unit_cost"": 44.38, ""line_total"": 19793.48}, {""line_number"": 7, ""product_id"": ""PRD-000413"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 316, ""unit_cost"": 114.87, ""line_total"": 36298.92}, {""line_number"": 8, ""product_id"": ""PRD-000016"", ""description"": ""Bulk purchase - Line 8"", ""quantity"": 14, ""unit_cost"": 16.6, ""line_total"": 232.4}]",244685.9,0.21,51384.04,498.58,296568.52,AUD,overdue,15269.53,281298.99,,,procurement@company.com,,2022-10-26T00:00:00,2022-11-11T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-F15E9997,INV-TECHFLOW-2024-00179,VND-001,TechFlow Electronics,19/03/2024,2024-03-19,NET30,PO-566397,1,"[{""line_number"": 1, ""product_id"": ""PRD-000293"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 10, ""unit_cost"": 323.73, ""line_total"": 3237.3}]",3237.3,0.2,647.46,46.36,3931.12,USD,pending,0.0,3931.12,,wire_transfer,john.doe@company.com,,2024-03-19T00:00:00,2024-05-10T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-0A39889C,INV-MAPLETOY-2024-00180,VND-007,MapleCraft Toys,2022-10-02,2022-10-02,NET30,PO-965721,7,"[{""line_number"": 1, ""product_id"": ""PRD-000175"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 272, ""unit_cost"": 328.93, ""line_total"": 89468.96}, {""line_number"": 2, ""product_id"": ""PRD-000084"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 405, ""unit_cost"": 332.67, ""line_total"": 134731.35}, {""line_number"": 3, ""product_id"": ""PRD-000225"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 85, ""unit_cost"": 206.18, ""line_total"": 17525.3}, {""line_number"": 4, ""product_id"": ""PRD-000442"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 317, ""unit_cost"": 179.12, ""line_total"": 56781.04}, {""line_number"": 5, ""product_id"": null, ""description"": ""Bulk purchase - Line 5"", ""quantity"": 229, ""unit_cost"": 126.44, ""line_total"": 28954.76}, {""line_number"": 6, ""product_id"": ""PRD-000281"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 44, ""unit_cost"": 158.12, ""line_total"": 6957.28}, {""line_number"": 7, ""product_id"": ""PRD-000323"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 255, ""unit_cost"": 391.23, ""line_total"": 99763.65}]",434182.33999999997,0.1,43418.23,262.56,477863.13,CAD,partial,344638.15,133224.98,2022-11-05,credit_card,procurement@company.com,,2022-10-02T00:00:00,2022-11-26T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-F2795D64,INV-BOOKWRLD-2022-00181,VND-006,BookWorld Publishing,2024/02/01,2024-02-01,NET15,,6,"[{""line_number"": 1, ""product_id"": ""PRD-000278"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 37, ""unit_cost"": 279.26, ""line_total"": 10332.62}, {""line_number"": 2, ""product_id"": ""PRD-000432"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 219, ""unit_cost"": 77.51, ""line_total"": 16974.69}, {""line_number"": 3, ""product_id"": ""PRD-000171"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 457, ""unit_cost"": 172.26, ""line_total"": 78722.82}, {""line_number"": 4, ""product_id"": ""PRD-000058"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 321, ""unit_cost"": 385.84, ""line_total"": 123854.64}, {""line_number"": 5, ""product_id"": ""PRD-000047"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 363, ""unit_cost"": 239.81, ""line_total"": 87051.03}, {""line_number"": 6, ""product_id"": ""PRD-000028"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 140, ""unit_cost"": 251.59, ""line_total"": 35222.6}]",352158.4,0.07,24651.09,285.8,377095.29,GBP,disputed,301112.61,75982.68,,wire_transfer,john.doe@company.com,Recurring monthly order,2024-02-01T00:00:00,2024-02-07T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-593B73FA,INV-NORDHOME-2023-00182,VND-003,Nordic Home Essentials,2022/07/10,2022-07-10,NET30,PO-703493,3,"[{""line_number"": 1, ""product_id"": ""PRD-000125"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 372, ""unit_cost"": 551.73, ""line_total"": 205243.56}, {""line_number"": 2, ""product_id"": ""PRD-000184"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 382, ""unit_cost"": 81.04, ""line_total"": 30957.28}, {""line_number"": 3, ""product_id"": ""PRD-000006"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 252, ""unit_cost"": 67.32, ""line_total"": 16964.64}]",253165.47999999998,0.0,0.0,251.56,253417.04,EUR,disputed,36420.24,216996.8,,ach,john.doe@company.com,Bulk discount applied,2022-07-10T00:00:00,2022-08-27T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-CEA4BB08,INV-BEAUTYBL-2023-00183,VND-008,BeautyBliss Cosmetics,2024/12/24,2024-12-24,NET30,,4,"[{""line_number"": 1, ""product_id"": ""PRD-000414"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 99, ""unit_cost"": 138.55, ""line_total"": 13716.45}, {""line_number"": 2, ""product_id"": ""PRD-000285"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 493, ""unit_cost"": 311.71, ""line_total"": 153673.03}, {""line_number"": 3, ""product_id"": ""PRD-000211"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 184, ""unit_cost"": 327.79, ""line_total"": 60313.36}, {""line_number"": 4, ""product_id"": ""PRD-000481"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 469, ""unit_cost"": 36.11, ""line_total"": 16935.59}]",244638.43000000002,0.08,19571.07,274.67,264484.17,EUR,paid,264484.17,0.0,2025-01-27,ach,,,2024-12-24T00:00:00,2025-01-29T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-6AE86E0D,INV-QUICKSUP-2024-00184,VND-009,QuickSupply Co,2024/09/23,23/09/2024,NET30,,4,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 34, ""unit_cost"": 65.04, ""line_total"": 2211.36}, {""line_number"": 2, ""product_id"": null, ""description"": ""Bulk purchase - Line 2"", ""quantity"": 313, ""unit_cost"": 178.77, ""line_total"": 55955.01}, {""line_number"": 3, ""product_id"": null, ""description"": ""Bulk purchase - Line 3"", ""quantity"": 182, ""unit_cost"": 80.19, ""line_total"": 14594.58}, {""line_number"": 4, ""product_id"": ""PRD-000492"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": -45, ""unit_cost"": 31.54, ""line_total"": -1419.3}]",71341.65,0.07,4993.92,381.08,76716.65,USD,partial,53981.56,22735.09,2024-10-04,check,procurement@company.com,,2024-09-23T00:00:00,2024-11-22T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
