transaction_id,order_id,customer_id,product_id,transaction_date,transaction_timestamp,quantity,unit_price,subtotal,tax_amount,tax_rate,shipping_cost,discount_amount,discount_percent,total_amount,is_gift,notes,payment_status,payment_method,shipping_method,channel,region,order_status,source_file,loaded_at
TXN-2F8E8CD6,ORD-0000001921,CUS-00000430,PRD-000472,2022-09-12,2022-09-12,8,885.56,7084.48,0.0,0.0,17.09,354.22,5.0,6747.35,false,,pending,bank_transfer,standard,mobile,Latin America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A6D433C3,ORD-0000003463,CUS-00000854,PRD-000465,2023-03-14,2023-03-14,1,901.42,901.42,72.11,0.08,19.69,0.0,0.0,993.22,true,,pending,bank_transfer,overnight,store,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B571D11D,ORD-0000004186,CUS-00000009,PRD-000419,2024-03-07,2024-03-07,2,148.86,297.72,59.54,0.2,13.74,0.0,0.0,371.0,true,Gift wrapped,refunded,bank_transfer,,web,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-45211400,ORD-0000003572,CUS-00000470,PRD-000366,2023-08-05,2023-08-05,5,910.94,4554.7,273.28,0.08,7.51,1138.67,25.0,3696.82,true,,paid,crypto,express,mobile,Latin America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-87C30ABD,ORD-0000004720,CUS-00000647,PRD-000341,2022-03-22,2022-03-22,3,389.02,1167.06,0.0,0.0,14.22,0.0,0.0,1181.28,false,,paid,paypal,express,phone,Latin America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-59FDD25B,ORD-0000003244,CUS-00000554,PRD-000465,2023-01-31,2023-01-31,8,901.42,7211.36,721.14,0.1,5.23,0.0,0.0,7937.73,true,,pending,bank_transfer,overnight,store,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-87B83CA0,ORD-0000001683,CUS-00000417,PRD-000421,2023-06-11,2023-06-11,2,537.03,1074.06,68.74,0.08,22.29,214.81,20.0,950.28,false,,pending,bank_transfer,overnight,store,Middle East,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-F0A0FC48,ORD-0000004169,CUS-00000192,PRD-000309,2022-09-06,2022-09-06,10,23.5,235.0,11.16,0.05,20.28,11.75,5.0,254.69,false,,failed,paypal,express,phone,North America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-6C8CCE02,ORD-0000000238,CUS-00000187,PRD-000241,2023-11-27,2023-11-27,8,738.52,5908.16,265.87,0.05,5.03,590.82,10.0,5588.24,true,Express delivery requested,pending,crypto,standard,mobile,North America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-6EE0B812,ORD-0000000487,CUS-00000433,PRD-000318,2024-10-17,2024-10-17,8,826.67,6613.36,264.53,0.05,23.26,1322.67,20.0,5578.4800000000005,false,Fragile,failed,crypto,,mobile,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8D366968,ORD-0000000781,CUS-00000705,PRD-000040,2023-10-24,2023-10-24,9,380.55,3424.95,219.2,0.08,11.35,684.99,20.0,2970.5099999999998,true,,refunded,paypal,pickup,partner,Latin America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-92C3F42F,ORD-0000002145,CUS-00000411,PRD-000293,2022-12-15,2022-12-15,2,834.02,1668.04,116.76,0.07,15.42,0.0,0.0,1800.22,true,,refunded,cash_on_delivery,,store,Middle East,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C4694074,ORD-0000000363,CUS-00000424,PRD-000043,2023-05-12,2023-05-12,3,308.4,925.2,74.02,0.08,12.64,0.0,0.0,1011.86,true,,failed,paypal,standard,store,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E4F6B44F,ORD-0000002083,CUS-00000613,PRD-000323,2022-12-02,2022-12-02,6,919.95,5519.7,827.96,0.2,18.15,1379.92,25.0,4985.889999999999,true,,paid,cash_on_delivery,overnight,web,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-1584C428,ORD-0000000118,CUS-00000795,PRD-000435,2022-09-17,2022-09-17,4,651.79,2607.16,123.84,0.05,7.8,130.36,5.0,2608.44,true,,failed,bank_transfer,express,phone,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-4B0E5C6F,ORD-0000003591,CUS-00000024,PRD-000080,2022-06-23,2022-06-23,9,785.7,7071.3,1131.41,0.2,3.31,1414.26,20.0,6791.76,true,,failed,cash_on_delivery,standard,web,Latin America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A7CED709,ORD-0000000028,CUS-00000035,PRD-000287,2024-03-24,2024-03-24,7,940.87,6586.09,474.2,0.08,4.49,658.61,10.0,6406.17,false,,refunded,crypto,overnight,partner,Asia Pacific,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-AE54E8C4,ORD-0000001509,CUS-00000458,PRD-000282,2024-08-04,2024-08-04,10,408.11,4081.1,387.7,0.1,9.47,204.06,5.0,4274.21,false,,paid,cash_on_delivery,,phone,Asia Pacific,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A3F82062,ORD-0000000326,CUS-00000935,PRD-000307,2022-05-20,2022-05-20,9,305.36,2748.24,467.2,0.2,14.37,412.24,15.0,2817.5699999999997,false,,failed,bank_transfer,pickup,mobile,Europe,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-31B6FD37,ORD-0000004430,CUS-00000123,PRD-000245,2023-03-22,2023-03-22,4,476.76,1907.04,0.0,0.0,4.37,0.0,0.0,1911.4099999999999,true,,pending,credit_card,standard,phone,Europe,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B947B859,ORD-0000003563,CUS-00000381,PRD-000003,2023-04-23,2023-04-23,9,731.83,6586.47,1185.56,0.2,2.73,658.65,10.0,7116.11,true,,failed,credit_card,overnight,web,North America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-D10EF355,ORD-0000004522,CUS-00000629,PRD-000126,2024-10-10,2024-10-10,2,352.28,704.56,0.0,0.0,3.84,35.23,5.0,673.1700000000001,false,,paid,crypto,express,mobile,Asia Pacific,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-1E645725,ORD-0000004387,CUS-00000678,PRD-000166,2024-11-17,2024-11-17,6,993.47,5960.82,312.94,0.07,9.44,1490.2,25.0,4793.0,true,,refunded,credit_card,,phone,Latin America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-F97C1606,ORD-0000002986,CUS-00000926,PRD-000105,2023-06-09,2023-06-09,10,999.6,9996.0,0.0,0.0,22.74,2499.0,25.0,7519.74,false,,refunded,credit_card,pickup,web,Middle East,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8A0AEBD8,ORD-0000004963,CUS-00000267,PRD-000203,2022-07-04,2022-07-04,7,600.3,4202.1,0.0,0.0,22.03,1050.53,25.0,3173.6000000000004,true,,failed,cash_on_delivery,standard,phone,Middle East,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-40740191,ORD-0000003036,CUS-00000479,PRD-000336,2022-05-20,2022-05-20,2,92.12,184.24,0.0,0.0,11.38,18.42,10.0,177.2,false,,paid,crypto,overnight,mobile,North America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E33E0C14,ORD-0000002945,CUS-00000106,PRD-000417,2023-12-23,2023-12-23,2,332.22,664.44,99.67,0.2,5.18,166.11,25.0,603.18,false,,pending,crypto,,mobile,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E5FBF189,ORD-0000001014,CUS-00000967,PRD-000114,2023-07-01,2023-07-01,5,107.23,536.15,50.93,0.1,2.98,26.81,5.0,563.25,false,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,paid,paypal,pickup,web,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-D388E139,ORD-0000002058,CUS-00000524,PRD-000198,2022-11-21,2022-11-21,8,82.18,657.44,131.49,0.2,12.59,0.0,0.0,801.52,true,,pending,cash_on_delivery,standard,mobile,Asia Pacific,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-4BE25E3C,ORD-0000002644,CUS-00000036,PRD-000167,2024-03-16,2024-03-16,7,821.31,5749.17,0.0,0.0,10.83,0.0,0.0,5760.0,false,,failed,cash_on_delivery,standard,mobile,North America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-F0AE8DCE,ORD-0000001289,CUS-00000415,PRD-000413,2024-06-10,2024-06-10,9,215.64,1940.76,368.74,0.2,9.55,97.04,5.0,2222.01,false,,paid,debit_card,express,mobile,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A688EC2B,ORD-0000001209,CUS-00000476,PRD-000192,2022-09-02,2022-09-02,5,960.8,4804.0,816.68,0.2,17.76,720.6,15.0,4917.84,true,,paid,credit_card,,partner,Latin America,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C2E7463A,ORD-0000001533,CUS-00000038,PRD-000236,2022-04-17,2022-04-17,5,621.49,3107.45,0.0,0.0,13.6,0.0,0.0,3121.0499999999997,false,Gift wrapped,refunded,paypal,pickup,partner,Latin America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-15EB4540,ORD-0000001892,CUS-00000191,PRD-000324,2022-08-25,2022-08-25,8,87.02,696.16,46.29,0.07,19.47,34.81,5.0,727.11,true,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,failed,cash_on_delivery,overnight,mobile,Europe,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-71730401,ORD-0000002834,CUS-00000155,PRD-000187,2022-03-21,2022-03-21,5,289.42,1447.1,101.3,0.07,6.7,0.0,0.0,1555.1000000000001,true,,refunded,cash_on_delivery,pickup,mobile,Middle East,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-6648BABB,ORD-0000000805,CUS-00000734,PRD-000097,2023-05-11,2023-05-11,1,316.19,316.19,0.0,0.0,19.88,0.0,0.0,336.07,true,,paid,crypto,overnight,mobile,Europe,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-5BF50439,ORD-0000003269,CUS-00000434,PRD-000222,2022-03-30,2022-03-30,5,998.73,4993.65,0.0,0.0,2.09,249.68,5.0,4746.06,false,,paid,cash_on_delivery,,phone,Middle East,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-ADA488DE,ORD-0000003500,CUS-00000690,PRD-000088,2024-06-27,2024-06-27,8,428.8,3430.4,274.43,0.1,17.34,686.08,20.0,3036.09,true,,failed,bank_transfer,standard,mobile,Latin America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-93AA1C00,ORD-0000003560,CUS-00000397,PRD-000318,2023-12-20,2023-12-20,8,826.67,6613.36,661.34,0.1,16.1,0.0,0.0,7290.8,true,,paid,bank_transfer,express,partner,Asia Pacific,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-63E0F73E,ORD-0000002523,CUS-00000307,PRD-000007,2022-02-07,2022-02-07,5,490.55,2452.75,208.48,0.1,18.67,367.91,15.0,2311.9900000000002,true,,refunded,credit_card,standard,partner,Latin America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-BA6EEDA0,ORD-0000000366,CUS-00000717,PRD-000127,2022-01-12,2022-01-12,2,980.85,1961.7,137.32,0.07,4.77,0.0,0.0,2103.79,true,,refunded,debit_card,pickup,phone,Asia Pacific,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-075C40DF,ORD-0000002996,CUS-00000428,PRD-000151,2024-06-05,2024-06-05,2,377.47,754.94,128.34,0.2,12.21,113.24,15.0,782.25,false,,paid,paypal,pickup,phone,Latin America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A7C35A6B,ORD-0000002592,CUS-00000829,PRD-000266,2023-10-07,2023-10-07,6,20.49,122.94,0.0,0.0,23.85,6.15,5.0,140.64000000000001,true,,refunded,crypto,,mobile,Asia Pacific,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A86C6E30,ORD-0000003084,CUS-00000307,PRD-000160,2022-11-19,2022-11-19,10,936.84,9368.4,374.74,0.05,7.25,1873.68,20.0,7876.71,false,,refunded,debit_card,pickup,mobile,Asia Pacific,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-66298EBF,ORD-0000000877,CUS-00000259,PRD-000116,2023-04-21,2023-04-21,3,29.84,89.52,8.06,0.1,22.37,8.95,10.0,111.0,true,,pending,debit_card,,phone,Europe,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8A82F282,ORD-0000004581,CUS-00000284,PRD-000414,2022-11-03,2022-11-03,8,278.03,2224.24,83.41,0.05,9.26,556.06,25.0,1760.85,false,,refunded,credit_card,overnight,store,Asia Pacific,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-503BDF56,ORD-0000002202,CUS-00000629,PRD-000248,2023-01-15,2023-01-15,7,993.72,6956.04,347.8,0.05,1.76,0.0,0.0,7305.6,false,,pending,crypto,overnight,web,Middle East,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-4A1914B8,ORD-0000002347,CUS-00000184,PRD-000430,2022-05-20,2022-05-20,4,972.28,3889.12,194.46,0.05,20.63,0.0,0.0,4104.21,false,Fragile,paid,cash_on_delivery,pickup,mobile,Europe,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-01B7D3A3,ORD-0000003431,CUS-00000037,PRD-000242,2022-01-23,2022-01-23,0,908.13,0.0,0.0,0.07,8.7,0.0,15.0,8.7,false,Express delivery requested,pending,debit_card,standard,store,Asia Pacific,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-24C8FC7E,ORD-0000000178,CUS-00000046,PRD-000306,2024-12-14,2024-12-14,5,84.36,421.8,29.53,0.07,6.15,0.0,0.0,457.47999999999996,false,,paid,bank_transfer,standard,web,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-45C59524,ORD-0000004877,CUS-00000105,PRD-000009,2022-02-05,2022-02-05,6,583.38,3500.28,210.02,0.08,6.26,875.07,25.0,2841.4900000000002,true,,failed,bank_transfer,pickup,web,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-556BC958,ORD-0000001765,CUS-00000275,PRD-000378,2023-12-19,2023-12-19,1,386.48,386.48,25.7,0.07,6.06,19.32,5.0,398.92,true,,refunded,bank_transfer,pickup,phone,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-77609668,ORD-0000004198,CUS-00000579,PRD-000212,2022-09-26,2022-09-26,8,668.89,5351.12,342.47,0.08,21.67,1070.22,20.0,4645.04,false,,failed,cash_on_delivery,,mobile,Latin America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-630C6706,ORD-0000003091,CUS-00000949,PRD-000151,2023-08-26,2023-08-26,-3,377.47,1132.41,79.27,0.07,16.14,0.0,0.0,-1195.54,true,Fragile,refunded,crypto,standard,partner,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-39BF543D,ORD-0000003990,CUS-00000766,PRD-000346,2024-08-06,2024-08-06,3,652.13,1956.39,130.1,0.07,17.26,97.82,5.0,2005.93,false,,pending,crypto,standard,web,North America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-FD177766,ORD-0000004355,CUS-00000401,PRD-000397,2023-10-20,2023-10-20,1,14.89,14.89,0.0,0.0,0.83,0.0,0.0,15.72,false,,paid,paypal,,store,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-86E50A81,ORD-0000000496,CUS-00000362,PRD-000197,2023-02-06,2023-02-06,4,642.38,2569.52,244.1,0.1,1.91,128.48,5.0,2687.0499999999997,true,,pending,paypal,express,phone,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-17A77EC5,ORD-0000004426,CUS-00000521,PRD-000176,2024-09-04,2024-09-04,-3,616.99,1850.97,129.57,0.07,17.09,0.0,0.0,-1963.45,false,,paid,crypto,standard,mobile,Middle East,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-9E69C478,ORD-0000000810,CUS-00000483,PRD-000032,2023-02-01,2023-02-01,10,997.44,9974.4,758.05,0.08,22.46,498.72,5.0,10256.189999999999,true,,pending,cash_on_delivery,pickup,mobile,Latin America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8CF73B1E,ORD-0000002753,CUS-00000264,PRD-000044,2023-07-19,2023-07-19,7,465.49,3258.43,193.88,0.07,10.48,488.76,15.0,2974.03,false,,paid,credit_card,pickup,web,North America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-1E59FD3C,ORD-0000002928,CUS-00000235,PRD-000200,2023-11-18,2023-11-18,3,72.35,217.05,19.53,0.1,7.28,21.71,10.0,222.15,false,,failed,cash_on_delivery,pickup,mobile,Asia Pacific,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-1B5877C4,ORD-0000001669,CUS-00000525,PRD-000326,2022-12-04,2022-12-04,5,627.23,3136.15,0.0,0.0,0.94,470.42,15.0,2666.67,true,Fragile,refunded,paypal,,mobile,Asia Pacific,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-EA041238,ORD-0000001936,CUS-00000370,PRD-000490,2023-05-12,2023-05-12,7,116.3,814.1,162.82,0.2,23.17,0.0,0.0,1000.0899999999999,true,,paid,crypto,,phone,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E82EE8C0,ORD-0000000871,CUS-00000596,PRD-000238,2023-08-17,2023-08-17,9,766.03,6894.27,517.07,0.1,12.8,1723.57,25.0,5700.570000000001,false,,pending,crypto,pickup,partner,Europe,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B05EBE6D,ORD-0000001581,CUS-00000826,PRD-000021,2023-03-28,2023-03-28,6,807.46,4844.76,968.95,0.2,12.28,0.0,0.0,5825.99,false,,paid,paypal,overnight,web,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-EDD9928F,ORD-0000002797,CUS-00000463,PRD-000110,2024-08-13,2024-08-13,3,398.96,1196.88,0.0,0.0,22.05,119.69,10.0,1099.24,true,,paid,paypal,,partner,Asia Pacific,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-99078ED9,ORD-0000001171,CUS-00000174,PRD-000255,2022-11-16,2022-11-16,2,890.16,1780.32,80.11,0.05,23.96,178.03,10.0,1706.3600000000001,true,,pending,crypto,pickup,partner,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-941DAAB5,ORD-0000002152,CUS-00000668,PRD-000478,2023-05-29,2023-05-29,7,434.23,3039.61,202.13,0.07,17.76,151.98,5.0,3107.5200000000004,false,Express delivery requested,refunded,bank_transfer,pickup,web,North America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-4F089BAC,ORD-0000004681,CUS-00000758,PRD-000369,2022-12-18,2022-12-18,-5,545.03,2725.15,0.0,0.0,15.88,545.03,20.0,-2164.24,false,,paid,credit_card,pickup,mobile,Middle East,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-F0AC8D90,ORD-0000003808,CUS-00000772,PRD-000189,2022-07-20,2022-07-20,2,306.73,613.46,23.0,0.05,9.97,153.37,25.0,493.06,true,,failed,debit_card,express,store,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-1D0FAD49,ORD-0000000725,CUS-00000608,PRD-000419,2022-04-24,2022-04-24,6,148.86,893.16,0.0,0.0,10.4,223.29,25.0,680.27,false,,refunded,crypto,standard,mobile,Middle East,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-00A19450,ORD-0000000935,CUS-00000292,PRD-000332,2024-11-11,2024-11-11,8,702.31,5618.48,337.11,0.08,7.73,1404.62,25.0,4558.7,false,,failed,paypal,,mobile,Europe,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-7A449C24,ORD-0000004122,CUS-00000188,PRD-000492,2023-05-03,2023-05-03,9,98.56,887.04,62.09,0.07,19.93,0.0,0.0,969.06,false,,paid,crypto,,partner,North America,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-917B0BD4,ORD-0000002140,CUS-00000030,PRD-000293,2024-04-02,2024-04-02,9,834.02,7506.18,570.47,0.08,23.75,375.31,5.0,7725.09,true,,pending,bank_transfer,overnight,partner,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-5CA83DFB,ORD-0000003360,CUS-00000125,PRD-000369,2023-12-13,2023-12-13,-10,545.03,5450.3,324.29,0.07,11.68,817.54,15.0,-4945.37,false,,refunded,paypal,pickup,partner,North America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-57A534EB,ORD-0000004735,CUS-00000422,PRD-000241,2023-05-23,2023-05-23,5,738.52,3692.6,265.87,0.08,1.83,369.26,10.0,3591.04,false,,refunded,paypal,pickup,mobile,Asia Pacific,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-3391D7E1,ORD-0000002810,CUS-00000304,PRD-000412,2023-09-29,2023-09-29,6,630.13,3780.78,0.0,0.0,0.01,756.16,20.0,3024.63,true,,pending,cash_on_delivery,pickup,mobile,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-28B976C0,ORD-0000001322,CUS-00000570,PRD-000417,2022-07-29,2022-07-29,7,332.22,2325.54,154.65,0.07,1.99,116.28,5.0,2365.8999999999996,false,,refunded,paypal,standard,partner,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A9E5286A,ORD-0000001715,CUS-00000582,PRD-000017,2024-08-15,2024-08-15,7,432.46,3027.22,544.9,0.2,15.21,302.72,10.0,3284.61,true,,refunded,bank_transfer,overnight,phone,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E52ED499,ORD-0000000442,CUS-00000883,PRD-000195,2024-07-12,2024-07-12,4,388.17,1552.68,65.99,0.05,7.81,232.9,15.0,1393.58,true,,paid,cash_on_delivery,express,phone,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8F086C0A,ORD-0000002858,CUS-00000139,PRD-000365,2023-03-04,2023-03-04,2,45.5,91.0,6.83,0.1,21.88,22.75,25.0,96.96,true,,paid,credit_card,overnight,store,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-3653A6C7,ORD-0000000505,CUS-00000615,PRD-000116,2024-10-26,2024-10-26,1,29.84,29.84,1.34,0.05,20.46,2.98,10.0,48.66,false,,refunded,credit_card,standard,web,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-97886B37,ORD-0000003238,CUS-00000558,PRD-000438,2023-12-19,2023-12-19,7,326.94,2288.58,0.0,0.0,3.08,114.43,5.0,2177.23,true,,failed,cash_on_delivery,overnight,store,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-11DC0856,ORD-0000003963,CUS-00000705,PRD-000205,2022-08-11,2022-08-11,2,476.27,952.54,90.49,0.1,23.55,47.63,5.0,1018.9499999999999,false,,failed,debit_card,express,store,Middle East,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-3017F87A,ORD-0000000344,CUS-00000982,PRD-000456,2022-07-06,2022-07-06,3,25.79,77.37,5.42,0.07,18.81,0.0,0.0,101.60000000000001,false,,failed,paypal,pickup,web,Europe,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-AFD43EBB,ORD-0000000991,CUS-00000738,PRD-000340,2022-07-26,2022-07-26,9,719.62,6476.58,466.31,0.08,24.11,647.66,10.0,6319.339999999999,false,,paid,credit_card,,web,Europe,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-2938262D,ORD-0000002073,CUS-00000514,PRD-000105,2022-03-01,2022-03-01,6,999.6,5997.6,299.88,0.05,22.96,0.0,0.0,6320.44,false,,paid,cash_on_delivery,,mobile,North America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-AD94A772,ORD-0000003899,CUS-00000845,PRD-000048,2023-10-27,2023-10-27,9,368.2,3313.8,530.21,0.2,1.78,662.76,20.0,3183.03,false,,pending,bank_transfer,express,partner,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-F7B6E072,ORD-0000004645,CUS-00000922,PRD-000361,2024-10-02,2024-10-02,5,656.69,3283.45,183.87,0.07,8.19,656.69,20.0,2818.82,true,,failed,debit_card,,partner,Middle East,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-0AD12DCF,ORD-0000004763,CUS-00000835,PRD-000255,2023-07-17,2023-07-17,3,890.16,2670.48,126.85,0.05,14.83,133.52,5.0,2678.64,false,,pending,bank_transfer,,store,Middle East,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
