invoice_id,vendor_id,invoice_number,invoice_date,due_date,payment_date,po_number,subtotal,tax_rate,tax_amount,shipping_handling,amount_paid,balance_due,total_amount,vendor_name,currency,payment_status,payment_method,payment_terms,approved_by,notes,created_at,updated_at,source_file,loaded_at
INV-62684A2A,VND-003,INV-NORDHOME-2022-00584,2024-01-18,2024-01-18,2024-03-16,,121985.24,0.07,8538.97,220.1,130744.31,0.0,130744.31,Nordic Home Essentials,EUR,paid,,NET30,jane.smith@company.com,,2024-01-18,2024-02-17,invoices.csv,2026-02-10T22:25:28.068809
INV-7F6ED953,VND-008,INV-BEAUTYBL-2024-00568,2022-11-24,2022-11-24,2023-01-04,PO-125280,54640.96,0.21,11474.6,307.53,42694.33,23728.76,66423.09,BeautyBliss Cosmetics,EUR,partial,ach,NET30,,Recurring monthly order,2022-11-24,2022-12-18,invoices.csv,2026-02-10T22:25:28.068809
INV-FBE58141,VND-008,INV-BEAUTYBL-2022-00525,2023-05-18,2023-05-18,,PO-429297,511130.74,0.05,25556.54,0.0,354328.93,182358.35,536687.28,BeautyBliss Cosmetics,EUR,disputed,,NET30,john.doe@company.com,,2023-05-18,2023-05-20,invoices.csv,2026-02-10T22:25:28.068809
INV-A9109515,VND-001,INV-TECHFLOW-2022-00578,2023-12-11,2023-12-11,,PO-968215,354535.14,0.0,0.0,186.28,16970.45,337750.97,354721.42,TechFlow Electronics,USD,overdue,ach,NET30,john.doe@company.com,,2023-12-11,2023-12-19,invoices.csv,2026-02-10T22:25:28.068809
INV-C560A5EE,VND-006,INV-BOOKWRLD-2023-00425,2022-03-14,2022-03-14,2022-04-07,PO-918190,228302.4,0.2,45660.48,0.0,127250.14,146712.74,273962.88,BookWorld Publishing,GBP,partial,,NET15,jane.smith@company.com,Recurring monthly order,2022-03-14,2022-05-01,invoices.csv,2026-02-10T22:25:28.068809
INV-A2B15C81,VND-005,INV-FASHITA-2024-00129,2022-06-25,2022-06-25,2022-07-27,PO-955962,436470.89,0.1,43647.09,0.0,329816.71,150301.27,480117.98,FashionFirst Italia,EUR,partial,wire_transfer,NET30,john.doe@company.com,Price negotiated,2022-06-25,2022-08-14,invoices.csv,2026-02-10T22:25:28.068809
INV-FB2445AC,VND-002,INV-GLOBGAD-2022-00349,2023-09-29,2023-09-29,2023-10-22,PO-655125,134695.92,0.07,9428.71,0.0,144124.63,0.0,144124.63,Global Gadgets Ltd,USD,paid,credit_card,NET45,john.doe@company.com,,2023-09-29,2023-10-02,invoices.csv,2026-02-10T22:25:28.068809
INV-879CC43D,VND-007,INV-MAPLETOY-2024-00400,2023-09-06,2023-09-06,,PO-735190,215623.25999999998,0.0,0.0,18.0,22051.2,193590.06,215641.26,MapleCraft Toys,CAD,disputed,credit_card,NET30,,,2023-09-06,2023-09-19,invoices.csv,2026-02-10T22:25:28.068809
INV-1A83A4F7,VND-002,INV-GLOBGAD-2023-00728,2022-08-28,2022-08-28,2022-10-12,PO-974506,248284.06999999998,0.0,0.0,19.91,248303.98,0.0,248303.98,Global Gadgets Ltd,USD,paid,wire_transfer,NET45,jane.smith@company.com,,2022-08-28,2022-09-07,invoices.csv,2026-02-10T22:25:28.068809
INV-2D5B58B2,VND-002,INV-GLOBGAD-2024-00569,2022-10-24,2022-10-24,,PO-749723,145672.09,0.2,29134.42,326.33,0.0,175132.84,175132.84,Global Gadgets Ltd,USD,pending,check,NET45,john.doe@company.com,,2022-10-24,2022-11-13,invoices.csv,2026-02-10T22:25:28.068809
INV-8DE65E80,VND-004,INV-AUSSPORT-2023-00409,2023-06-03,2023-06-03,2023-04-10,,27591.72,0.0,0.0,38.79,27630.51,0.0,27630.51,Aussie Sports Gear,AUD,paid,check,NET30,procurement@company.com,Recurring monthly order,2023-03-06,2023-04-11,invoices.csv,2026-02-10T22:25:28.068809
INV-677441DA,VND-008,INV-BEAUTYBL-2024-00358,2023-10-02,2023-10-02,,PO-786123,377616.13,0.07,26433.13,126.65,319968.27,84207.64,404175.91,BeautyBliss Cosmetics,EUR,overdue,credit_card,NET30,jane.smith@company.com,,2023-10-02,2023-10-08,invoices.csv,2026-02-10T22:25:28.068809
INV-B4065CA5,VND-007,INV-MAPLETOY-2024-00591,2023-11-28,2023-11-28,,PO-534708,203086.58,0.07,14216.06,12.03,0.0,215007.82,215007.82,MapleCraft Toys,US DOLLARS,pending,,NET30,,,2023-11-28,2023-12-08,invoices.csv,2026-02-10T22:25:28.068809
INV-CCC3786E,VND-007,INV-MAPLETOY-2024-00083,2023-01-11,2023-01-11,,PO-283532,126417.56,0.05,6320.88,0.0,0.0,132738.44,132738.44,MapleCraft Toys,CAD,pending,wire_transfer,NET30,jane.smith@company.com,,2023-01-11,2023-01-23,invoices.csv,2026-02-10T22:25:28.068809
INV-BF9B9541,VND-006,INV-BOOKWRLD-2023-00267,2022-08-24,2022-08-24,2022-09-15,PO-267572,57982.31,0.2,11596.46,0.0,69578.77,0.0,69578.77,BookWorld Publishing,GBP,paid,,NET15,jane.smith@company.com,,2022-08-24,2022-09-14,invoices.csv,2026-02-10T22:25:28.068809
INV-6296ADF4,VND-001,INV-TECHFLOW-2024-00021,2023-03-15,2023-03-15,,PO-335030,193038.27999999997,0.0,0.0,390.44,0.0,193428.72,193428.72,TechFlow Electronics,USD,pending,credit_card,NET30,procurement@company.com,,2023-03-15,2023-04-17,invoices.csv,2026-02-10T22:25:28.068809
INV-641016AA,VND-002,INV-GLOBGAD-2024-00607,2022-08-06,2022-06-08,2022-09-13,PO-209910,325687.91,0.08,26055.03,251.0,351993.94,0.0,351993.94,Global Gadgets Ltd,USD,paid,wire_transfer,NET45,,,2022-08-06,2022-08-08,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,VND-001,INV-TECHFLOW-2023-00251,2023-06-28,2023-06-28,2023-07-14,PO-391442,467608.54000000004,0.1,46760.85,218.42,233760.26,280827.55,514587.81,TechFlow Electronics,USD,partial,,NET30,,,2023-06-28,2023-07-18,invoices.csv,2026-02-10T22:25:28.068809
INV-8CEDD3B8,VND-003,INV-NORDHOME-2022-00355,2024-01-11,2024-11-01,2024-11-30,,433142.03,0.07,30319.94,0.0,463461.97,0.0,463461.97,Nordic Home Essentials,EUR,paid,wire_transfer,NET30,jane.smith@company.com,,2024-11-01,2024-11-18,invoices.csv,2026-02-10T22:25:28.068809
INV-DD2DDB51,VND-002,INV-GLOBGAD-2022-00735,2023-12-21,2023-12-21,2024-02-21,,296386.29000000004,0.08,23710.9,0.0,223138.83,96958.36,320097.19,Global Gadgets Ltd,USD,partial,wire_transfer,NET45,,,2023-12-21,2023-12-27,invoices.csv,2026-02-10T22:25:28.068809
INV-5428EA6C,VND-003,INV-NORDHOME-2024-00354,2023-05-13,2023-05-13,,,472423.70999999996,0.07,33069.66,412.96,495856.22,10050.11,505906.33,Nordic Home Essentials,EUR,overdue,ach,NET30,john.doe@company.com,,2023-05-13,2023-07-01,invoices.csv,2026-02-10T22:25:28.068809
INV-39BDD057,VND-001,INV-TECHFLOW-2022-00139,2023-11-03,2023-11-03,,PO-930086,201710.35,0.2,40342.07,0.0,108732.53,133319.89,242052.42,TechFlow Electronics,USD,disputed,wire_transfer,NET30,jane.smith@company.com,,2023-03-11,2023-04-15,invoices.csv,2026-02-10T22:25:28.068809
INV-5C627A52,VND-003,INV-NORDHOME-2024-00191,2022-06-07,2022-07-06,2022-08-31,PO-666762,58218.78,0.07,4075.31,491.15,46143.39,16641.85,62785.24,Nordic Home Essentials,EUR,partial,check,NET30,procurement@company.com,,2022-07-06,2022-09-04,invoices.csv,2026-02-10T22:25:28.068809
INV-F21ED41B,VND-003,INV-NORDHOME-2024-00510,2022-05-17,2022-05-17,,PO-119907,422054.12999999995,0.1,42205.41,0.0,0.0,464259.54,464259.54,Nordic Home Essentials,EUR,pending,ach,NET30,,,2022-05-17,2022-06-19,invoices.csv,2026-02-10T22:25:28.068809
INV-839CDB0C,VND-005,INV-FASHITA-2023-00537,2022-03-20,2022-03-20,,,460196.95,0.05,23009.85,217.96,0.0,483424.76,483424.76,FashionFirst Italia,EUR,pending,,NET30,procurement@company.com,,2022-03-20,2022-03-26,invoices.csv,2026-02-10T22:25:28.068809
INV-9930BC60,VND-006,INV-BOOKWRLD-2024-00471,2024-10-09,2024-09-10,,PO-902958,226609.03,0.1,22660.9,86.74,0.0,249356.67,249356.67,BookWorld Publishing,GBP,pending,ach,NET15,john.doe@company.com,,2024-10-09,2024-10-21,invoices.csv,2026-02-10T22:25:28.068809
INV-93697745,VND-005,INV-FASHITA-2023-00644,2022-11-19,2022-11-19,,,76725.45,0.21,16112.34,150.4,0.0,92988.19,92988.19,FashionFirst Italia,EUR,pending,wire_transfer,NET30,,,2022-11-19,2022-11-28,invoices.csv,2026-02-10T22:25:28.068809
INV-007CD370,VND-003,INV-NORDHOME-2024-00130,2023-12-17,2023-12-17,2024-02-06,PO-628241,199252.50999999998,0.05,9962.63,0.0,209215.14,0.0,209215.14,Nordic Home Essentials,EUR,paid,credit_card,NET30,john.doe@company.com,,2023-12-17,2024-01-11,invoices.csv,2026-02-10T22:25:28.068809
INV-D9A9100E,VND-006,INV-BOOKWRLD-2023-00212,2023-08-09,2023-08-09,2023-09-17,PO-488087,123127.92,0.08,9850.23,71.62,133049.77,0.0,133049.77,BookWorld Publishing,GBP,paid,ach,NET15,john.doe@company.com,,2023-09-08,2023-10-18,invoices.csv,2026-02-10T22:25:28.068809
INV-7A59D5C7,VND-008,INV-BEAUTYBL-2022-00235,2024-09-17,2024-09-17,,PO-459328,111861.40000000001,0.08,8948.91,430.6,0.0,121240.91,121240.91,BeautyBliss Cosmetics,USD,pending,,NET30,jane.smith@company.com,,2024-09-17,2024-10-17,invoices.csv,2026-02-10T22:25:28.068809
INV-478346C9,VND-002,INV-GLOBGAD-2023-00516,2022-01-14,2022-01-14,2022-02-13,PO-354804,175174.47999999998,0.05,8758.72,0.0,183933.2,0.0,183933.2,Global Gadgets Ltd,USD,paid,credit_card,NET45,john.doe@company.com,,2022-01-14,2022-03-13,invoices.csv,2026-02-10T22:25:28.068809
INV-39719D35,VND-004,INV-AUSSPORT-2024-00738,2022-09-21,2022-09-21,2022-11-03,PO-213478,297227.80000000005,0.21,62417.84,174.3,160441.94,199378.0,359819.94,Aussie Sports Gear,AUD,partial,credit_card,NET30,procurement@company.com,Bulk discount applied,2022-09-21,2022-10-17,invoices.csv,2026-02-10T22:25:28.068809
INV-2C9B706E,VND-003,INV-NORDHOME-2022-00705,2023-05-13,2023-05-13,2023-06-20,PO-823636,323165.02999999997,0.08,25853.2,0.0,349018.23,0.0,349018.23,Nordic Home Essentials,EUR,paid,credit_card,NET30,procurement@company.com,,2023-05-13,2023-06-17,invoices.csv,2026-02-10T22:25:28.068809
INV-F2B0D5ED,VND-006,INV-BOOKWRLD-2023-00427,2023-09-22,2023-09-22,,PO-313703,185631.41,0.07,12994.2,216.96,0.0,200473.82,200473.82,BookWorld Publishing,GBP,pending,ach,NET15,jane.smith@company.com,,2023-09-22,2023-10-13,invoices.csv,2026-02-10T22:25:28.068809
INV-5E00DFA1,VND-004,INV-AUSSPORT-2024-00513,2024-09-24,2024-09-24,2024-10-04,PO-388471,635780.97,0.08,50862.48,434.81,687078.26,0.0,687078.26,Aussie Sports Gear,AUD,paid,check,NET30,jane.smith@company.com,,2024-09-24,2024-10-27,invoices.csv,2026-02-10T22:25:28.068809
INV-EF4D1420,VND-007,INV-MAPLETOY-2023-00426,2022-10-12,2022-10-12,,PO-265826,423009.77,0.08,33840.78,267.64,62003.37,395114.82,457118.19,MapleCraft Toys,CAD,disputed,,NET30,jane.smith@company.com,Rush order,2022-10-12,2022-11-05,invoices.csv,2026-02-10T22:25:28.068809
INV-28DFBBE9,VND-003,INV-NORDHOME-2024-00651,2022-05-30,2022-05-30,2022-06-08,PO-292006,126124.99,0.07,8828.75,212.24,135165.98,0.0,135165.98,Nordic Home Essentials,EUR,paid,check,NET30,jane.smith@company.com,,2022-05-30,2022-06-05,invoices.csv,2026-02-10T22:25:28.068809
INV-C8A18749,VND-004,INV-AUSSPORT-2022-00430,2023-03-13,2023-03-13,2023-04-04,PO-637389,419.34,0.1,41.93,435.81,897.08,0.0,897.08,Aussie Sports Gear,AUD,paid,credit_card,NET30,john.doe@company.com,,2023-03-13,2023-04-22,invoices.csv,2026-02-10T22:25:28.068809
INV-597B699F,VND-002,INV-GLOBGAD-2024-00114,2022-05-08,2022-05-08,,PO-207490,241370.09000000003,0.08,19309.61,0.0,0.0,269003.47,269003.47,Global Gadgets Ltd,USD,pending,credit_card,NET45,jane.smith@company.com,,2022-05-08,2022-05-25,invoices.csv,2026-02-10T22:25:28.068809
INV-C303516D,VND-002,INV-GLOBGAD-2024-00739,2023-05-05,2023-05-05,2023-05-24,PO-917022,235719.69,0.07,16500.38,361.38,252581.45,0.0,252581.45,Global Gadgets Ltd,USD,paid,credit_card,NET45,,Quality inspection required,2023-05-05,2023-06-25,invoices.csv,2026-02-10T22:25:28.068809
INV-D91DBDEC,VND-008,INV-BEAUTYBL-2023-00671,2024-07-28,2024-07-28,2024-08-08,PO-897575,852295.38,0.1,85229.54,127.74,622837.71,314814.95,937652.66,BeautyBliss Cosmetics,EUR,partial,wire_transfer,NET30,john.doe@company.com,,2024-07-28,2024-08-11,invoices.csv,2026-02-10T22:25:28.068809
INV-88802E9F,VND-004,INV-AUSSPORT-2022-00353,2023-07-04,2023-07-04,2023-08-09,PO-847134,277351.23,0.21,58243.76,0.0,166801.33,168793.66,335594.99,Aussie Sports Gear,AUD,partial,check,NET30,,,2023-07-04,2023-07-23,invoices.csv,2026-02-10T22:25:28.068809
INV-0D39EF7C,VND-005,INV-FASHITA-2023-00127,2023-03-16,2023-03-16,,PO-907571,651606.23,0.07,45612.44,0.0,505985.81,191232.86,697218.67,FashionFirst Italia,EUR,overdue,check,NET30,jane.smith@company.com,,2023-03-16,2023-04-12,invoices.csv,2026-02-10T22:25:28.068809
INV-109F9168,VND-004,INV-AUSSPORT-2023-00037,2022-07-24,2022-07-24,2022-09-05,PO-698234,26785.1,0.0,0.0,344.64,27129.74,0.0,27129.74,Aussie Sports Gear,AUD,paid,wire_transfer,NET30,john.doe@company.com,Quality inspection required,2022-07-24,2022-07-30,invoices.csv,2026-02-10T22:25:28.068809
INV-91F1CE4A,VND-004,INV-AUSSPORT-2022-00166,2024-02-01,2024-02-01,2024-03-18,PO-315359,431392.39999999997,0.05,21569.62,234.44,453196.46,0.0,453196.46,Aussie Sports Gear,AUD,paid,ach,NET30,,,2024-02-01,2024-02-08,invoices.csv,2026-02-10T22:25:28.068809
INV-F26E066E,VND-001,INV-TECHFLOW-2023-00167,2024-02-27,2024-02-27,2024-04-08,PO-610727,105526.0,0.08,8442.08,0.0,113968.08,0.0,113968.08,TechFlow Electronics,USD,paid,credit_card,NET30,john.doe@company.com,,2024-02-27,2024-03-16,invoices.csv,2026-02-10T22:25:28.068809
INV-1ABDC711,VND-001,INV-TECHFLOW-2023-00517,2023-08-25,2023-08-25,,PO-359194,38665.96,0.07,2706.62,447.95,22888.26,18932.27,41820.53,TechFlow Electronics,USD,overdue,check,NET30,procurement@company.com,,2023-08-25,2023-10-22,invoices.csv,2026-02-10T22:25:28.068809
INV-202EA97E,VND-002,INV-GLOBGAD-2024-00384,2023-08-28,2023-08-28,,PO-742300,300543.9,0.21,63114.22,13.36,105674.4,257997.08,363671.48,Global Gadgets Ltd,USD,disputed,check,NET45,,,2023-08-28,2023-09-30,invoices.csv,2026-02-10T22:25:28.068809
INV-5AFC573D,VND-003,INV-NORDHOME-2024-00365,2023-08-17,2023-08-17,2023-09-04,PO-747568,175855.22,0.05,8792.76,0.0,184647.98,0.0,184647.98,Nordic Home Essentials,EUR,paid,wire_transfer,NET30,jane.smith@company.com,Rush order,2023-08-17,2023-09-26,invoices.csv,2026-02-10T22:25:28.068809
INV-8C4CB850,VND-007,INV-MAPLETOY-2024-00690,2022-06-29,2022-06-29,,PO-802059,88588.98000000001,0.1,8858.9,0.0,50420.57,47027.31,97447.88,MapleCraft Toys,CAD,overdue,ach,NET30,,Rush order,2022-06-29,2022-07-04,invoices.csv,2026-02-10T22:25:28.068809
INV-3292539A,VND-002,INV-GLOBGAD-2023-00529,2022-11-08,2022-11-08,,PO-897788,440172.56000000006,0.1,44017.26,384.51,62691.46,421882.87,484574.33,Global Gadgets Ltd,USD,overdue,,NET45,john.doe@company.com,Rush order,2022-11-08,2022-12-02,invoices.csv,2026-02-10T22:25:28.068809
INV-AA937E59,VND-006,INV-BOOKWRLD-2022-00771,2024-12-14,2024-12-14,2025-01-02,PO-612909,138327.58,0.05,6916.38,29.5,145273.46,0.0,145273.46,BookWorld Publishing,GBP,paid,wire_transfer,NET15,procurement@company.com,Rush order,2024-12-14,2024-12-26,invoices.csv,2026-02-10T22:25:28.068809
INV-B3F8802E,VND-004,INV-AUSSPORT-2022-00144,2023-11-02,2023-11-02,,PO-344440,453905.63000000006,0.2,90781.13,403.61,276854.41,268235.96,545090.37,Aussie Sports Gear,AUD,disputed,wire_transfer,NET30,procurement@company.com,Quality inspection required,2023-11-02,2023-11-16,invoices.csv,2026-02-10T22:25:28.068809
INV-E96CE257,VND-008,INV-BEAUTYBL-2022-00172,2023-07-23,2023-07-23,2023-08-26,PO-274830,221781.72000000003,0.1,22178.17,112.9,244072.79,0.0,244072.79,BeautyBliss Cosmetics,EUR,paid,ach,NET30,john.doe@company.com,,2023-07-23,2023-09-13,invoices.csv,2026-02-10T22:25:28.068809
INV-81267E87,VND-008,INV-BEAUTYBL-2023-00478,2022-02-16,2022-02-16,,PO-645863,66528.55,0.2,13305.71,0.0,0.0,79834.26,79834.26,BeautyBliss Cosmetics,EUR,pending,ach,NET30,jane.smith@company.com,,2022-02-16,2022-04-10,invoices.csv,2026-02-10T22:25:28.068809
INV-D4973C07,VND-005,INV-FASHITA-2024-00275,2024-04-22,2024-04-22,2024-04-27,PO-537442,585923.2799999999,0.0,0.0,316.7,586239.98,0.0,586239.98,FashionFirst Italia,EUR,paid,wire_transfer,NET30,jane.smith@company.com,Damaged items replaced,2024-04-22,2024-05-29,invoices.csv,2026-02-10T22:25:28.068809
INV-DAE63AC0,VND-004,INV-AUSSPORT-2024-00379,2024-02-01,2024-02-01,2024-01-22,,254858.08000000002,0.1,25485.81,0.0,280343.89,0.0,280343.89,Aussie Sports Gear,AUD,paid,check,NET30,jane.smith@company.com,,2024-01-02,2024-02-01,invoices.csv,2026-02-10T22:25:28.068809
INV-F4B582A4,VND-008,INV-BEAUTYBL-2024-00760,2024-03-05,2024-05-03,2024-05-10,PO-299656,76757.91,0.1,7675.79,0.0,84433.7,0.0,84433.7,BeautyBliss Cosmetics,EUR,paid,ach,NET30,john.doe@company.com,Price negotiated,2024-05-03,2024-05-28,invoices.csv,2026-02-10T22:25:28.068809
INV-D49B5A47,VND-002,INV-GLOBGAD-2024-00774,2024-09-27,2024-09-27,2024-11-03,PO-734441,473187.70000000007,0.21,99369.42,485.79,573042.91,0.0,573042.91,Global Gadgets Ltd,USD,paid,,NET45,,,2024-09-27,2024-11-15,invoices.csv,2026-02-10T22:25:28.068809
INV-2BAC0DC2,VND-001,INV-TECHFLOW-2024-00676,2023-12-26,2023-12-26,2024-01-28,PO-546800,16069.97,0.08,1285.6,341.0,17696.57,0.0,17696.57,TechFlow Electronics,USD,paid,wire_transfer,NET30,jane.smith@company.com,,2023-12-26,2023-12-30,invoices.csv,2026-02-10T22:25:28.068809
INV-16369387,VND-001,INV-TECHFLOW-2024-00152,2022-08-06,2022-08-06,2022-10-03,PO-501836,241243.91,0.05,12062.2,62.97,253369.08,0.0,253369.08,TechFlow Electronics,USD,paid,ach,NET30,jane.smith@company.com,Bulk discount applied,2022-08-06,2022-08-17,invoices.csv,2026-02-10T22:25:28.068809
INV-AF236F96,VND-005,INV-FASHITA-2022-00371,2022-10-10,2022-10-10,,PO-409406,251860.06,0.1,25186.01,5.17,0.0,277051.24,277051.24,FashionFirst Italia,EUR,pending,credit_card,NET30,procurement@company.com,,2022-10-10,2022-12-04,invoices.csv,2026-02-10T22:25:28.068809
INV-5D143B4E,VND-003,INV-NORDHOME-2024-00145,2022-10-07,2022-10-07,2022-10-26,PO-898619,303047.84,0.07,21213.35,11.79,324272.98,0.0,324272.98,Nordic Home Essentials,EUR,paid,credit_card,NET30,,,2022-10-07,2022-10-09,invoices.csv,2026-02-10T22:25:28.068809
INV-389E0D3C,VND-001,INV-TECHFLOW-2023-00340,2024-04-22,2024-04-22,,PO-553446,443914.13,0.08,35513.13,42.14,404775.13,74694.27,479469.4,TechFlow Electronics,USD,overdue,check,NET30,john.doe@company.com,Rush order,2024-04-22,2024-06-10,invoices.csv,2026-02-10T22:25:28.068809
INV-2EAFD101,VND-003,INV-NORDHOME-2022-00487,2024-03-03,2024-03-03,2024-05-01,PO-559257,43009.24,0.07,3010.65,0.0,31259.44,14760.45,46019.89,Nordic Home Essentials,EUR,partial,ach,NET30,john.doe@company.com,,2024-03-03,2024-03-09,invoices.csv,2026-02-10T22:25:28.068809
INV-9B6CB99E,VND-003,INV-NORDHOME-2024-00023,2022-08-22,2022-08-22,2022-10-14,PO-744634,351968.60000000003,0.05,17598.43,42.24,369609.27,0.0,369609.27,Nordic Home Essentials,EUR,paid,check,NET30,procurement@company.com,,2022-08-22,2022-09-08,invoices.csv,2026-02-10T22:25:28.068809
INV-855C8692,VND-007,INV-MAPLETOY-2023-00034,2024-09-25,2024-09-25,2024-11-01,PO-908065,277676.5,0.07,19437.36,0.0,297113.86,0.0,297113.86,MapleCraft Toys,CAD,paid,check,NET30,procurement@company.com,,2024-09-25,2024-10-30,invoices.csv,2026-02-10T22:25:28.068809
INV-70A57D50,VND-001,INV-TECHFLOW-2023-00455,2023-07-24,2023-07-24,2023-08-28,PO-817820,136402.62,0.0,0.0,84.67,136487.29,0.0,136487.29,TechFlow Electronics,USD,paid,check,NET30,,,2023-07-24,2023-08-01,invoices.csv,2026-02-10T22:25:28.068809
INV-1218B396,VND-008,INV-BEAUTYBL-2023-00295,2023-05-28,2023-05-28,2023-07-19,PO-959887,312018.81,0.0,0.0,134.09,199333.26,112819.64,312152.9,BeautyBliss Cosmetics,EUR,partial,,NET30,procurement@company.com,,2023-05-28,2023-07-21,invoices.csv,2026-02-10T22:25:28.068809
INV-CF8B7493,VND-002,INV-GLOBGAD-2024-00495,2022-03-29,2022-03-29,2022-04-11,PO-541412,411855.43999999994,0.2,82371.09,222.8,494449.33,0.0,494449.33,Global Gadgets Ltd,USD,paid,ach,NET45,jane.smith@company.com,,2022-03-29,2022-04-15,invoices.csv,2026-02-10T22:25:28.068809
INV-0F562FFA,VND-007,INV-MAPLETOY-2024-00797,2022-01-24,2022-01-24,,PO-604824,152636.12,0.07,10684.53,270.56,131992.35,31598.86,163591.21,MapleCraft Toys,CAD,disputed,ach,NET30,procurement@company.com,Rush order,2022-01-24,2022-01-25,invoices.csv,2026-02-10T22:25:28.068809
INV-F8234CC2,VND-004,INV-AUSSPORT-2023-00461,2024-07-15,2024-07-15,,PO-784335,504514.5800000001,0.21,105948.06,0.0,346653.53,263809.11,610462.64,Aussie Sports Gear,AUD,overdue,wire_transfer,NET30,john.doe@company.com,Damaged items replaced,2024-07-15,2024-09-02,invoices.csv,2026-02-10T22:25:28.068809
INV-211DC970,VND-002,INV-GLOBGAD-2024-00772,2023-07-01,2023-07-01,,PO-262554,107492.8,0.05,5374.64,0.0,0.0,112867.44,112867.44,Global Gadgets Ltd,USD,pending,ach,NET45,john.doe@company.com,,2023-07-01,2023-07-07,invoices.csv,2026-02-10T22:25:28.068809
INV-24CCBA91,VND-006,INV-BOOKWRLD-2023-00454,2023-10-07,2023-07-10,2023-10-23,PO-453855,431693.4600000001,0.1,43169.35,260.76,328642.9,146480.67,475123.57,BookWorld Publishing,GBP,partial,ach,NET15,procurement@company.com,,2023-10-07,2023-10-24,invoices.csv,2026-02-10T22:25:28.068809
INV-A6AECF60,VND-005,INV-FASHITA-2022-00043,2023-10-09,2023-09-10,,PO-254969,112326.54999999999,0.05,5616.33,226.38,106686.11,11483.15,118169.26,FashionFirst Italia,EUR,disputed,wire_transfer,NET30,john.doe@company.com,,2023-10-09,2023-12-01,invoices.csv,2026-02-10T22:25:28.068809
INV-B112FD2B,VND-003,INV-NORDHOME-2022-00012,2024-02-22,2024-02-22,2024-03-13,PO-953999,113504.18000000001,0.0,0.0,171.91,113676.09,0.0,113676.09,Nordic Home Essentials,EUR,paid,ach,NET30,,,2024-02-22,2024-04-09,invoices.csv,2026-02-10T22:25:28.068809
INV-BE4A5CE6,VND-001,INV-TECHFLOW-2023-00612,2022-03-31,2022-03-31,,PO-275264,169023.23,0.1,16902.32,126.31,184862.55,1189.31,186051.86,TechFlow Electronics,USD,overdue,,NET30,,,2022-03-31,2022-05-23,invoices.csv,2026-02-10T22:25:28.068809
INV-CCC7D5CC,VND-006,INV-BOOKWRLD-2023-00387,2022-01-08,2022-08-01,2022-01-29,PO-958881,252868.48,0.05,12643.42,0.0,265511.9,0.0,265511.9,BookWorld Publishing,GBP,paid,check,NET15,jane.smith@company.com,Damaged items replaced,2022-01-08,2022-01-24,invoices.csv,2026-02-10T22:25:28.068809
INV-04501387,VND-001,INV-TECHFLOW-2023-00679,2024-05-14,2024-05-14,2024-06-11,PO-632110,34651.5,0.08,2772.12,283.51,20159.76,17547.37,37707.13,TechFlow Electronics,USD,partial,,NET30,john.doe@company.com,,2024-05-14,2024-05-28,invoices.csv,2026-02-10T22:25:28.068809
INV-B325EFD7,VND-002,INV-GLOBGAD-2024-00252,2022-09-27,2022-09-27,,PO-164808,229580.99000000002,0.2,45916.2,279.13,171584.3,104192.02,275776.32,Global Gadgets Ltd,USD,disputed,check,NET45,john.doe@company.com,,2022-09-27,2022-11-20,invoices.csv,2026-02-10T22:25:28.068809
INV-9A4F3E54,VND-003,INV-NORDHOME-2023-00265,2024-09-05,2024-09-05,,PO-862806,-3222.24,0.1,-322.22,0.0,-530.87,-3013.59,-3544.46,Nordic Home Essentials,EUR,disputed,,NET30,,,2024-09-05,2024-10-06,invoices.csv,2026-02-10T22:25:28.068809
INV-63E1402D,VND-005,INV-FASHITA-2022-00146,2023-05-10,2023-10-05,2023-06-07,PO-997057,105026.98,0.1,10502.7,0.0,115529.68,0.0,115529.68,FashionFirst Italia,EUR,paid,wire_transfer,NET30,john.doe@company.com,,2023-05-10,2023-06-26,invoices.csv,2026-02-10T22:25:28.068809
INV-D37E57F0,VND-002,INV-GLOBGAD-2024-00580,2022-09-04,2022-09-04,2022-09-22,PO-496973,238330.72,0.0,0.0,295.58,238626.3,0.0,238626.3,Global Gadgets Ltd,$,paid,wire_transfer,NET45,procurement@company.com,,2022-09-04,2022-09-04,invoices.csv,2026-02-10T22:25:28.068809
INV-5EFDEE73,VND-004,INV-AUSSPORT-2023-00639,2023-05-29,2023-05-29,2023-07-05,PO-510703,153284.90000000002,0.0,0.0,150.57,153435.47,0.0,153435.47,Aussie Sports Gear,AUD,paid,wire_transfer,NET30,jane.smith@company.com,,2023-05-29,2023-07-28,invoices.csv,2026-02-10T22:25:28.068809
INV-AF69EC07,VND-004,INV-AUSSPORT-2022-00481,2024-11-02,2024-11-02,,PO-418966,309071.96,0.2,61814.39,231.61,0.0,371117.96,371117.96,Aussie Sports Gear,AUD,pending,credit_card,NET30,procurement@company.com,Damaged items replaced,2024-11-02,2024-11-13,invoices.csv,2026-02-10T22:25:28.068809
