invoice_id,line_number,product_id,description,quantity,unit_cost,line_total,source_file,loaded_at
INV-1FF7031B,3,PRD-000211,Bulk purchase - Line 3,420,327.79,137671.8,invoices.csv,2026-02-10T22:25:28.068809
INV-1FF7031B,4,PRD-000449,Bulk purchase - Line 4,475,290.82,138139.5,invoices.csv,2026-02-10T22:25:28.068809
INV-1FF7031B,5,PRD-000128,Bulk purchase - Line 5,114,7.66,873.24,invoices.csv,2026-02-10T22:25:28.068809
INV-1FF7031B,6,PRD-000187,Bulk purchase - Line 6,123,126.27,15531.21,invoices.csv,2026-02-10T22:25:28.068809
INV-1FF7031B,7,PRD-000133,Bulk purchase - Line 7,24,339.71,8153.04,invoices.csv,2026-02-10T22:25:28.068809
INV-53DF3946,1,PRD-000229,Bulk purchase - Line 1,149,98.37,14657.13,invoices.csv,2026-02-10T22:25:28.068809
INV-C1132069,1,PRD-000108,Bulk purchase - Line 1,364,77.61,28250.04,invoices.csv,2026-02-10T22:25:28.068809
INV-C1132069,2,,Bulk purchase - Line 2,490,5.53,2709.7,invoices.csv,2026-02-10T22:25:28.068809
INV-C1132069,3,,Bulk purchase - Line 3,309,118.05,36477.45,invoices.csv,2026-02-10T22:25:28.068809
INV-C1132069,4,PRD-000275,Bulk purchase - Line 4,402,245.77,98799.54,invoices.csv,2026-02-10T22:25:28.068809
INV-C1132069,5,PRD-000283,Bulk purchase - Line 5,460,243.4,111964.0,invoices.csv,2026-02-10T22:25:28.068809
INV-C1132069,6,,Bulk purchase - Line 6,194,179.02,34729.88,invoices.csv,2026-02-10T22:25:28.068809
INV-CDACA0CE,1,PRD-000201,Bulk purchase - Line 1,237,498.19,118071.03,invoices.csv,2026-02-10T22:25:28.068809
INV-CDACA0CE,2,PRD-000385,Bulk purchase - Line 2,400,73.24,29296.0,invoices.csv,2026-02-10T22:25:28.068809
INV-E5B2A2F3,1,PRD-000405,Bulk purchase - Line 1,228,53.1,12106.8,invoices.csv,2026-02-10T22:25:28.068809
INV-E5B2A2F3,2,PRD-000258,Bulk purchase - Line 2,-50,15.76,-788.0,invoices.csv,2026-02-10T22:25:28.068809
INV-E5B2A2F3,3,PRD-000025,Bulk purchase - Line 3,144,546.89,78752.16,invoices.csv,2026-02-10T22:25:28.068809
INV-E5B2A2F3,4,PRD-000258,Bulk purchase - Line 4,100,15.76,1576.0,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,1,PRD-000300,Bulk purchase - Line 1,217,-130.47,-28311.99,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,2,PRD-000079,Bulk purchase - Line 2,499,93.83,46821.17,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,3,PRD-000020,Bulk purchase - Line 3,140,445.91,62427.4,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,4,PRD-000129,Bulk purchase - Line 4,122,99.12,12092.64,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,5,PRD-000185,Bulk purchase - Line 5,415,8.59,3564.85,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,6,PRD-000358,Bulk purchase - Line 6,72,420.54,30278.88,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,7,,Bulk purchase - Line 7,148,117.83,17438.84,invoices.csv,2026-02-10T22:25:28.068809
INV-0EBA1FD3,8,PRD-000249,Bulk purchase - Line 8,182,416.74,75846.68,invoices.csv,2026-02-10T22:25:28.068809
INV-D9A9100E,1,PRD-000279,Bulk purchase - Line 1,210,299.15,62821.5,invoices.csv,2026-02-10T22:25:28.068809
INV-D9A9100E,2,PRD-000019,Bulk purchase - Line 2,100,478.8,47880.0,invoices.csv,2026-02-10T22:25:28.068809
INV-D9A9100E,3,PRD-000279,Bulk purchase - Line 3,38,299.15,11367.7,invoices.csv,2026-02-10T22:25:28.068809
INV-D9A9100E,4,PRD-000262,Bulk purchase - Line 4,104,10.18,1058.72,invoices.csv,2026-02-10T22:25:28.068809
INV-DE4EA27D,1,,Bulk purchase - Line 1,167,87.49,14610.83,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,1,PRD-000003,Bulk purchase - Line 1,109,478.52,52158.68,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,2,PRD-000144,Bulk purchase - Line 2,284,306.69,87099.96,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,3,,Bulk purchase - Line 3,385,95.12,36621.2,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,4,PRD-000085,Bulk purchase - Line 4,143,288.36,41235.48,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,5,PRD-000301,Bulk purchase - Line 5,298,173.92,51828.16,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,6,PRD-000027,Bulk purchase - Line 6,393,309.82,121759.26,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,7,PRD-000430,Bulk purchase - Line 7,292,-443.84,-129601.28,invoices.csv,2026-02-10T22:25:28.068809
INV-E8908088,8,PRD-000347,Bulk purchase - Line 8,487,153.57,74788.59,invoices.csv,2026-02-10T22:25:28.068809
INV-2429DDDA,1,PRD-000040,Bulk purchase - Line 1,84,246.31,20690.04,invoices.csv,2026-02-10T22:25:28.068809
INV-2429DDDA,2,PRD-000124,Bulk purchase - Line 2,313,550.38,172268.94,invoices.csv,2026-02-10T22:25:28.068809
INV-53567689,1,PRD-000038,Bulk purchase - Line 1,481,44.58,21442.98,invoices.csv,2026-02-10T22:25:28.068809
INV-53567689,2,PRD-000156,Bulk purchase - Line 2,182,298.71,54365.22,invoices.csv,2026-02-10T22:25:28.068809
INV-53567689,3,PRD-000121,Bulk purchase - Line 3,264,423.84,111893.76,invoices.csv,2026-02-10T22:25:28.068809
INV-53567689,4,PRD-000176,Bulk purchase - Line 4,44,402.91,17728.04,invoices.csv,2026-02-10T22:25:28.068809
INV-53567689,5,PRD-000386,Bulk purchase - Line 5,71,510.28,36229.88,invoices.csv,2026-02-10T22:25:28.068809
INV-53567689,6,PRD-000172,Bulk purchase - Line 6,427,333.2,142276.4,invoices.csv,2026-02-10T22:25:28.068809
INV-41503FC1,1,,Bulk purchase - Line 1,399,109.16,43554.84,invoices.csv,2026-02-10T22:25:28.068809
INV-41503FC1,2,PRD-000239,Bulk purchase - Line 2,498,73.22,36463.56,invoices.csv,2026-02-10T22:25:28.068809
INV-41503FC1,3,PRD-000029,Bulk purchase - Line 3,247,51.75,12782.25,invoices.csv,2026-02-10T22:25:28.068809
INV-3699049C,1,PRD-000154,Bulk purchase - Line 1,223,68.64,15306.72,invoices.csv,2026-02-10T22:25:28.068809
INV-3699049C,2,PRD-000078,Bulk purchase - Line 2,491,380.13,186643.83,invoices.csv,2026-02-10T22:25:28.068809
INV-3699049C,3,PRD-000146,Bulk purchase - Line 3,54,272.35,14706.9,invoices.csv,2026-02-10T22:25:28.068809
INV-3281EBFB,1,PRD-000251,Bulk purchase - Line 1,35,457.98,16029.3,invoices.csv,2026-02-10T22:25:28.068809
INV-3281EBFB,2,PRD-000488,Bulk purchase - Line 2,126,241.33,30407.58,invoices.csv,2026-02-10T22:25:28.068809
INV-3281EBFB,3,PRD-000478,Bulk purchase - Line 3,418,238.0,99484.0,invoices.csv,2026-02-10T22:25:28.068809
INV-C0EC8347,1,PRD-000427,Bulk purchase - Line 1,121,341.63,41337.23,invoices.csv,2026-02-10T22:25:28.068809
INV-C0EC8347,2,PRD-000054,Bulk purchase - Line 2,350,376.36,131726.0,invoices.csv,2026-02-10T22:25:28.068809
INV-C0EC8347,3,PRD-000108,Bulk purchase - Line 3,345,77.61,26775.45,invoices.csv,2026-02-10T22:25:28.068809
INV-C0EC8347,4,PRD-000208,Bulk purchase - Line 4,90,367.57,33081.3,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,1,PRD-000026,Bulk purchase - Line 1,185,293.22,54245.7,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,2,PRD-000020,Bulk purchase - Line 2,-260,445.91,-115936.6,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,3,PRD-000098,Bulk purchase - Line 3,-157,262.97,-41286.29,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,4,PRD-000479,Bulk purchase - Line 4,62,170.53,10572.86,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,5,PRD-000399,Bulk purchase - Line 5,176,330.19,58113.44,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,6,PRD-000081,Bulk purchase - Line 6,49,228.81,11211.69,invoices.csv,2026-02-10T22:25:28.068809
INV-7A5817CC,7,PRD-000479,Bulk purchase - Line 7,188,170.53,32059.64,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,1,PRD-000248,Bulk purchase - Line 1,415,625.49,259578.35,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,2,PRD-000072,Bulk purchase - Line 2,378,333.99,126248.22,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,3,PRD-000148,Bulk purchase - Line 3,26,4.01,104.26,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,4,PRD-000452,Bulk purchase - Line 4,338,530.61,179346.18,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,5,PRD-000270,Bulk purchase - Line 5,390,355.35,138586.5,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,6,,Bulk purchase - Line 6,436,143.7,62653.2,invoices.csv,2026-02-10T22:25:28.068809
INV-4CAAB496,7,PRD-000157,Bulk purchase - Line 7,385,122.35,47104.75,invoices.csv,2026-02-10T22:25:28.068809
INV-538797D0,1,PRD-000486,Bulk purchase - Line 1,163,303.27,49433.01,invoices.csv,2026-02-10T22:25:28.068809
INV-538797D0,2,PRD-000253,Bulk purchase - Line 2,368,266.2,97961.6,invoices.csv,2026-02-10T22:25:28.068809
INV-538797D0,3,PRD-000430,Bulk purchase - Line 3,85,443.84,37726.4,invoices.csv,2026-02-10T22:25:28.068809
INV-538797D0,4,PRD-000486,Bulk purchase - Line 4,114,303.27,34572.78,invoices.csv,2026-02-10T22:25:28.068809
INV-538797D0,5,,Bulk purchase - Line 5,170,187.1,31807.0,invoices.csv,2026-02-10T22:25:28.068809
INV-4E531E6D,1,PRD-000096,Bulk purchase - Line 1,212,216.92,45987.04,invoices.csv,2026-02-10T22:25:28.068809
INV-4E531E6D,2,,Bulk purchase - Line 2,247,25.04,6184.88,invoices.csv,2026-02-10T22:25:28.068809
INV-4E531E6D,3,PRD-000375,Bulk purchase - Line 3,209,220.19,46019.71,invoices.csv,2026-02-10T22:25:28.068809
INV-4E531E6D,4,PRD-000366,Bulk purchase - Line 4,204,442.17,90202.68,invoices.csv,2026-02-10T22:25:28.068809
INV-4E531E6D,5,PRD-000334,Bulk purchase - Line 5,112,425.03,47603.36,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,1,PRD-000016,Bulk purchase - Line 1,176,16.6,2921.6,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,2,PRD-000115,Bulk purchase - Line 2,240,380.43,91303.2,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,3,PRD-000336,Bulk purchase - Line 3,308,45.56,14032.48,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,4,PRD-000264,Bulk purchase - Line 4,431,126.24,54409.44,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,5,PRD-000329,Bulk purchase - Line 5,159,183.26,29138.34,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,6,PRD-000424,Bulk purchase - Line 6,19,81.93,1556.67,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,7,,Bulk purchase - Line 7,491,78.35,38469.85,invoices.csv,2026-02-10T22:25:28.068809
INV-4F2D938D,8,PRD-000453,Bulk purchase - Line 8,62,604.82,37498.84,invoices.csv,2026-02-10T22:25:28.068809
INV-BFAEACF0,1,PRD-000383,Bulk purchase - Line 1,60,272.77,16366.2,invoices.csv,2026-02-10T22:25:28.068809
INV-BFAEACF0,2,PRD-000437,Bulk purchase - Line 2,39,23.07,899.73,invoices.csv,2026-02-10T22:25:28.068809
INV-10AF6CD4,1,PRD-000399,Bulk purchase - Line 1,39,330.19,12877.41,invoices.csv,2026-02-10T22:25:28.068809
INV-10AF6CD4,2,PRD-000138,Bulk purchase - Line 2,318,75.49,24005.82,invoices.csv,2026-02-10T22:25:28.068809
INV-10AF6CD4,3,PRD-000431,Bulk purchase - Line 3,66,68.3,4507.8,invoices.csv,2026-02-10T22:25:28.068809
INV-6C1EDDAA,1,PRD-000393,Bulk purchase - Line 1,288,200.51,57746.88,invoices.csv,2026-02-10T22:25:28.068809
INV-6C1EDDAA,2,PRD-000263,Bulk purchase - Line 2,211,55.77,11767.47,invoices.csv,2026-02-10T22:25:28.068809
INV-6C1EDDAA,3,,Bulk purchase - Line 3,263,169.15,44486.45,invoices.csv,2026-02-10T22:25:28.068809
INV-6A23BD3F,1,PRD-000104,Bulk purchase - Line 1,223,180.1,40162.3,invoices.csv,2026-02-10T22:25:28.068809
INV-6A23BD3F,2,PRD-000230,Bulk purchase - Line 2,171,272.98,46679.58,invoices.csv,2026-02-10T22:25:28.068809
INV-6A23BD3F,3,PRD-000336,Bulk purchase - Line 3,239,45.56,10888.84,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,1,,Bulk purchase - Line 1,113,129.13,14591.69,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,2,PRD-000301,Bulk purchase - Line 2,181,173.92,31479.52,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,3,PRD-EXTERNAL-9546,Bulk purchase - Line 3,60,40.81,2448.6,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,4,PRD-000015,Bulk purchase - Line 4,442,383.51,169511.42,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,5,PRD-000488,Bulk purchase - Line 5,29,241.33,6998.57,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,6,PRD-000223,Bulk purchase - Line 6,22,400.31,8806.82,invoices.csv,2026-02-10T22:25:28.068809
INV-ABD6EAA2,7,,Bulk purchase - Line 7,86,179.1,15402.6,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,1,PRD-000446,Bulk purchase - Line 1,410,456.52,187173.2,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,2,PRD-000152,Bulk purchase - Line 2,455,230.24,104759.2,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,3,PRD-000385,Bulk purchase - Line 3,129,73.24,9447.96,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,4,PRD-000147,Bulk purchase - Line 4,19,383.48,7286.12,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,5,PRD-000354,Bulk purchase - Line 5,231,376.86,87054.66,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,6,PRD-000179,Bulk purchase - Line 6,283,75.07,21244.81,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,7,PRD-000307,Bulk purchase - Line 7,228,200.58,45732.24,invoices.csv,2026-02-10T22:25:28.068809
INV-3AF3A422,8,PRD-000220,Bulk purchase - Line 8,445,608.04,270577.8,invoices.csv,2026-02-10T22:25:28.068809
INV-D327C7A3,1,PRD-000262,Bulk purchase - Line 1,303,10.18,3084.54,invoices.csv,2026-02-10T22:25:28.068809
INV-D327C7A3,2,PRD-000054,Bulk purchase - Line 2,193,376.36,72637.48,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,1,PRD-000243,Bulk purchase - Line 1,172,118.28,20344.16,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,2,PRD-000197,Bulk purchase - Line 2,229,358.57,82112.53,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,3,PRD-000196,Bulk purchase - Line 3,93,167.65,15591.45,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,4,PRD-000159,Bulk purchase - Line 4,296,144.55,42786.8,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,5,PRD-000322,Bulk purchase - Line 5,275,66.1,18177.5,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,6,PRD-000391,Bulk purchase - Line 6,47,30.55,1435.85,invoices.csv,2026-02-10T22:25:28.068809
INV-EC3ADE8E,7,PRD-000178,Bulk purchase - Line 7,227,8.26,1875.02,invoices.csv,2026-02-10T22:25:28.068809
INV-59EAE427,1,PRD-000408,Bulk purchase - Line 1,317,10.61,3363.37,invoices.csv,2026-02-10T22:25:28.068809
INV-59EAE427,2,PRD-000241,Bulk purchase - Line 2,156,249.01,38845.56,invoices.csv,2026-02-10T22:25:28.068809
INV-59EAE427,3,PRD-000303,Bulk purchase - Line 3,205,364.7,74763.5,invoices.csv,2026-02-10T22:25:28.068809
INV-7A59D5C7,1,PRD-000065,Bulk purchase - Line 1,224,104.66,23443.84,invoices.csv,2026-02-10T22:25:28.068809
INV-7A59D5C7,2,PRD-000151,Bulk purchase - Line 2,134,182.27,24424.18,invoices.csv,2026-02-10T22:25:28.068809
INV-7A59D5C7,3,PRD-000286,Bulk purchase - Line 3,235,270.5,63567.5,invoices.csv,2026-02-10T22:25:28.068809
INV-7A59D5C7,4,PRD-000267,Bulk purchase - Line 4,13,32.76,425.88,invoices.csv,2026-02-10T22:25:28.068809
INV-93F8C275,1,PRD-000207,Bulk purchase - Line 1,273,383.43,104676.39,invoices.csv,2026-02-10T22:25:28.068809
INV-93F8C275,2,PRD-000417,Bulk purchase - Line 2,162,162.37,26303.94,invoices.csv,2026-02-10T22:25:28.068809
INV-93F8C275,3,PRD-000106,Bulk purchase - Line 3,155,-29.48,-4569.4,invoices.csv,2026-02-10T22:25:28.068809
INV-93F8C275,4,,Bulk purchase - Line 4,262,124.96,32739.52,invoices.csv,2026-02-10T22:25:28.068809
INV-A85DE604,1,PRD-000229,Bulk purchase - Line 1,67,98.37,6590.79,invoices.csv,2026-02-10T22:25:28.068809
INV-A85DE604,2,,Bulk purchase - Line 2,226,178.39,40316.14,invoices.csv,2026-02-10T22:25:28.068809
INV-A85DE604,3,PRD-000331,Bulk purchase - Line 3,16,380.22,6083.52,invoices.csv,2026-02-10T22:25:28.068809
INV-A85DE604,4,,Bulk purchase - Line 4,386,156.64,60463.04,invoices.csv,2026-02-10T22:25:28.068809
INV-638FFE9B,1,PRD-000281,Bulk purchase - Line 1,193,103.73,20019.89,invoices.csv,2026-02-10T22:25:28.068809
INV-638FFE9B,2,PRD-000149,Bulk purchase - Line 2,49,191.81,9398.69,invoices.csv,2026-02-10T22:25:28.068809
INV-638FFE9B,3,PRD-EXTERNAL-3339,Bulk purchase - Line 3,35,120.34,4211.9,invoices.csv,2026-02-10T22:25:28.068809
INV-638FFE9B,4,PRD-000175,Bulk purchase - Line 4,423,328.93,139137.39,invoices.csv,2026-02-10T22:25:28.068809
INV-638FFE9B,5,PRD-000101,Bulk purchase - Line 5,195,295.16,57556.2,invoices.csv,2026-02-10T22:25:28.068809
INV-638FFE9B,6,PRD-000068,Bulk purchase - Line 6,308,386.33,118989.64,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,1,PRD-000367,Bulk purchase - Line 1,494,388.84,192086.96,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,2,PRD-000261,Bulk purchase - Line 2,56,65.61,3674.16,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,3,PRD-000472,Bulk purchase - Line 3,138,583.95,80585.1,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,4,PRD-000296,Bulk purchase - Line 4,95,41.14,3908.3,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,5,,Bulk purchase - Line 5,430,107.84,46371.2,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,6,PRD-000008,Bulk purchase - Line 6,26,172.55,4486.3,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,7,,Bulk purchase - Line 7,148,59.73,8840.04,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,1,PRD-000260,Bulk purchase - Line 1,74,214.06,15840.44,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,2,PRD-000046,Bulk purchase - Line 2,442,246.98,109165.16,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,3,PRD-000361,Bulk purchase - Line 3,145,287.85,41738.25,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,4,PRD-000240,Bulk purchase - Line 4,405,102.22,41399.1,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,5,PRD-000457,Bulk purchase - Line 5,322,240.3,77376.6,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,6,PRD-000143,Bulk purchase - Line 6,208,245.54,51072.32,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,7,PRD-000260,Bulk purchase - Line 7,59,-214.06,-12629.54,invoices.csv,2026-02-10T22:25:28.068809
INV-8ACBF4D7,1,PRD-000161,Bulk purchase - Line 1,228,40.22,9170.16,invoices.csv,2026-02-10T22:25:28.068809
INV-8ACBF4D7,2,PRD-000335,Bulk purchase - Line 2,354,281.99,99824.46,invoices.csv,2026-02-10T22:25:28.068809
INV-8ACBF4D7,3,PRD-000161,Bulk purchase - Line 3,324,40.22,13031.28,invoices.csv,2026-02-10T22:25:28.068809
INV-8ACBF4D7,4,PRD-000243,Bulk purchase - Line 4,406,118.28,48021.68,invoices.csv,2026-02-10T22:25:28.068809
INV-8ACBF4D7,5,PRD-000408,Bulk purchase - Line 5,202,10.61,2143.22,invoices.csv,2026-02-10T22:25:28.068809
INV-CEEB9761,1,PRD-000364,Bulk purchase - Line 1,497,127.42,63327.74,invoices.csv,2026-02-10T22:25:28.068809
INV-CEEB9761,2,PRD-000288,Bulk purchase - Line 2,366,636.03,232786.98,invoices.csv,2026-02-10T22:25:28.068809
INV-CEEB9761,3,PRD-EXTERNAL-8742,Bulk purchase - Line 3,201,162.55,32672.55,invoices.csv,2026-02-10T22:25:28.068809
INV-8B09037B,1,PRD-000084,Bulk purchase - Line 1,256,332.67,85163.52,invoices.csv,2026-02-10T22:25:28.068809
INV-83A20E58,1,PRD-000045,Bulk purchase - Line 1,200,27.28,5456.0,invoices.csv,2026-02-10T22:25:28.068809
INV-83A20E58,2,,Bulk purchase - Line 2,176,52.52,9243.52,invoices.csv,2026-02-10T22:25:28.068809
INV-83A20E58,3,PRD-000174,Bulk purchase - Line 3,387,92.33,35731.71,invoices.csv,2026-02-10T22:25:28.068809
INV-F8DC2F4B,1,PRD-000241,Bulk purchase - Line 1,154,249.01,38347.54,invoices.csv,2026-02-10T22:25:28.068809
INV-F8DC2F4B,2,PRD-000290,Bulk purchase - Line 2,-98,179.68,-17608.64,invoices.csv,2026-02-10T22:25:28.068809
INV-F8DC2F4B,3,PRD-000410,Bulk purchase - Line 3,357,371.21,132521.97,invoices.csv,2026-02-10T22:25:28.068809
INV-9806D322,1,PRD-000337,Bulk purchase - Line 1,417,229.36,95643.12,invoices.csv,2026-02-10T22:25:28.068809
INV-F68990CD,1,PRD-000191,Bulk purchase - Line 1,436,30.67,13372.12,invoices.csv,2026-02-10T22:25:28.068809
INV-F68990CD,2,,Bulk purchase - Line 2,477,72.15,34415.55,invoices.csv,2026-02-10T22:25:28.068809
INV-F68990CD,3,PRD-000233,Bulk purchase - Line 3,244,143.5,35014.0,invoices.csv,2026-02-10T22:25:28.068809
INV-7D87DB7B,1,,Bulk purchase - Line 1,443,80.04,35457.72,invoices.csv,2026-02-10T22:25:28.068809
INV-7D87DB7B,2,PRD-000321,Bulk purchase - Line 2,34,296.45,10079.3,invoices.csv,2026-02-10T22:25:28.068809
INV-7D87DB7B,3,PRD-000284,Bulk purchase - Line 3,124,377.3,46785.2,invoices.csv,2026-02-10T22:25:28.068809
INV-7D87DB7B,4,PRD-000311,Bulk purchase - Line 4,111,123.14,13668.54,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,1,PRD-000281,Bulk purchase - Line 1,20,171.91,3438.2,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,2,PRD-000145,Bulk purchase - Line 2,115,205.31,23610.65,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,3,PRD-000235,Bulk purchase - Line 3,335,669.07,224138.45,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,4,PRD-000396,Bulk purchase - Line 4,495,373.3,184783.5,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,5,PRD-000154,Bulk purchase - Line 5,283,68.64,19425.12,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,6,PRD-000097,Bulk purchase - Line 6,187,196.94,36827.78,invoices.csv,2026-02-10T22:25:28.068809
INV-EC0CABD5,7,,Bulk purchase - Line 7,404,100.55,40622.2,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,1,PRD-000409,Bulk purchase - Line 1,118,328.67,38783.06,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,2,PRD-000190,Bulk purchase - Line 2,53,437.75,23200.75,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,3,PRD-000235,Bulk purchase - Line 3,260,669.07,173958.2,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,4,PRD-000281,Bulk purchase - Line 4,314,141.03,44283.42,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,5,PRD-000256,Bulk purchase - Line 5,193,575.31,111034.83,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,6,PRD-000175,Bulk purchase - Line 6,245,328.93,80587.85,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,7,PRD-000316,Bulk purchase - Line 7,197,149.26,29404.22,invoices.csv,2026-02-10T22:25:28.068809
INV-D2A4D98B,8,PRD-000423,Bulk purchase - Line 8,294,238.2,70030.8,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,1,PRD-000240,Bulk purchase - Line 1,266,102.22,27190.52,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,2,PRD-000390,Bulk purchase - Line 2,384,549.96,211184.64,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,3,PRD-000483,Bulk purchase - Line 3,205,453.8,93029.0,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,4,PRD-000053,Bulk purchase - Line 4,345,110.24,38032.8,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,5,PRD-000353,Bulk purchase - Line 5,40,393.42,15736.8,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,6,PRD-000469,Bulk purchase - Line 6,130,146.55,19051.5,invoices.csv,2026-02-10T22:25:28.068809
INV-A7E6A16C,7,PRD-000307,Bulk purchase - Line 7,316,200.58,63383.28,invoices.csv,2026-02-10T22:25:28.068809
INV-B325EFD7,1,,Bulk purchase - Line 1,217,11.75,2549.75,invoices.csv,2026-02-10T22:25:28.068809
INV-B325EFD7,2,,Bulk purchase - Line 2,105,169.84,17833.2,invoices.csv,2026-02-10T22:25:28.068809
INV-B325EFD7,3,PRD-000079,Bulk purchase - Line 3,298,93.83,27961.34,invoices.csv,2026-02-10T22:25:28.068809
INV-B325EFD7,4,,Bulk purchase - Line 4,76,10.05,763.8,invoices.csv,2026-02-10T22:25:28.068809
INV-B325EFD7,5,PRD-000026,Bulk purchase - Line 5,82,293.22,24044.04,invoices.csv,2026-02-10T22:25:28.068809
